formatted_date;mean_2m_air_temperature; minimum_2m_air_temperature; maximum_2m_air_temperature;total_precipitation;surface_pressure
15/05/1979;294,7366895;292,3622125;298,5867986;0,016506842;91100,02531
16/05/1979;295,2053327;292,4202934;299,6760266;0,014324829;91065,85131
17/05/1979;295,2581387;292,5149036;300,1021641;0,017870589;91096,30823
18/05/1979;294,746257;292,3783082;298,1063617;0,01623821;91122,66915
19/05/1979;294,9096072;292,2335647;299,2674205;0,01305088;91138,6002
20/05/1979;294,8734017;292,498921;298,4244676;0,024061364;91155,94351
21/05/1979;295,1484523;292,4429011;299,2745604;0,02130284;91212,30307
22/05/1979;295,0668534;292,4648743;298,796856;0,014726706;91293,21567
23/05/1979;295,2589539;292,2178379;299,3831556;0,015549513;91416,01024
24/05/1979;295,32422;291,7866985;300,2043739;0,007848881;91263,79328
25/05/1979;295,6285561;291,6600444;301,0478672;0,010047138;91100,76996
26/05/1979;295,6811493;292,7305025;299,5557977;0,016273296;91086,46528
27/05/1979;294,9027311;292,136695;297,8637148;0,015292928;91113,95251
28/05/1979;295,3878034;292,2973895;300,6566973;0,015889756;91097,86323
29/05/1979;294,9084929;292,5729907;298,5078144;0,01847147;91095,47667
30/05/1979;294,4186291;291,7740556;298,1476041;0,011002158;91206,47508
31/05/1979;295,0545721;291,7023793;299,3978729;0,010078137;91226,31529
1/06/1979;294,8441674;292,1843544;298,6058253;0,019532005;91232,85877
2/06/1979;294,595196;292,3428664;297,4215412;0,029722565;91215,10322
3/06/1979;294,7292063;292,1171053;298,6375632;0,008647702;91147,09166
4/06/1979;294,9065122;292,2907491;298,7585429;0,021671495;91155,40512
5/06/1979;294,2810503;292,1222854;297,8031799;0,014517632;91205,50534
6/06/1979;294,3401566;291,8925893;298,2882049;0,013335278;91257,97449
7/06/1979;294,4091345;291,8450397;298,567116;0,010528171;91279,29267
8/06/1979;294,7759479;291,348544;298,8761171;0,005249418;91226,6807
9/06/1979;295,2665843;291,7461175;299,3593712;0,008439762;91126,00194
10/06/1979;295,4119875;291,8781322;300,6432014;0,011977004;91074,09572
11/06/1979;295,7503371;291,8715433;299,9804494;0,011779259;91026,97623
12/06/1979;295,7761624;292,4899951;300,5616518;0,014435336;91122,44177
13/06/1979;295,917526;292,6181954;301,2184991;0,020749525;91136,48816
14/06/1979;295,5519174;292,5491022;300,2038684;0,014310545;91127,07091
15/06/1979;295,0121176;292,1212064;299,4000009;0,008525456;91222,47633
16/06/1979;294,906147;291,7114084;299,0939438;0,0115723;91273,95766
17/06/1979;295,3989645;292,2832801;299,865453;0,013420598;91307,38817
18/06/1979;295,9802785;291,7470502;301,5248688;0,005097606;91209,69088
19/06/1979;295,792771;291,8613177;300,1384238;0,013435432;91134,37614
20/06/1979;295,6955153;292,1172842;300,1836004;0,019704594;91147,74883
21/06/1979;295,8953225;292,2620699;300,4974707;0,01361246;91109,00763
22/06/1979;296,0681691;292,0011845;300,8787557;0,015103567;91101,09691
23/06/1979;295,4667843;292,3449493;299,4517;0,032911924;91137,85503
24/06/1979;295,2680368;292,175638;298,8261421;0,011391685;91131,29468
25/06/1979;295,5999959;292,4857102;299,1681889;0,010139036;91078,61846
26/06/1979;296,495464;292,5575783;301,6349122;0,014225928;91112,20879
27/06/1979;296,7477834;292,4148933;302,3292857;0,006274524;91118,84001
28/06/1979;295,9490177;292,1736196;300,31728;0,016828568;91114,74416
29/06/1979;295,6609926;292,3031562;300,5558997;0,005768317;91138,43154
30/06/1979;296,4447159;292,4127132;301,2096883;0,009150901;91122,33125
1/07/1979;296,0369349;292,4919004;300,503306;0,016901735;91144,59082
2/07/1979;295,4509221;292,5256994;299,0007063;0,013165839;91235,99265
3/07/1979;295,7932468;292,2649206;301,168068;0,006950058;91030,22589
4/07/1979;295,9874148;292,5260359;299,6408984;0,019990127;90988,70853
5/07/1979;296,1488407;292,4742812;301,1393951;0,01712822;91169,72741
6/07/1979;296,2653563;292,4542195;301,8887765;0,009832198;91267,07528
7/07/1979;296,588124;292,3865156;302,217856;0,007004139;91240,23064
8/07/1979;296,71482;292,3771941;302,3538039;0,0041757;91144,12179
9/07/1979;296,4983601;292,2826061;300,760059;0,012503571;91177,62311
10/07/1979;295,8251176;291,8786382;301,619007;0,005308022;91223,73692
11/07/1979;295,8753029;292,184254;300,4004543;0,021719732;91275,57424
12/07/1979;295,5004766;291,9916872;300,3727908;0,020938699;91380,8487
13/07/1979;294,9901504;291,8445177;299,1925795;0,016980247;91310,97052
14/07/1979;294,9171524;291,5462834;299,3325626;0,010499331;91211,4723
15/07/1979;294,7424636;291,3907792;299,6573258;0,011826157;91201,88277
16/07/1979;294,9973597;291,5993589;299,8890995;0,009723354;91203,0468
17/07/1979;294,7089967;291,8964916;298,238333;0,030927497;91196,6768
18/07/1979;294,0730258;291,3869533;297,5122944;0,009907997;91237,5887
19/07/1979;295,0314646;291,8635719;300,1167294;0,009831022;91193,12578
20/07/1979;295,3512868;291,9365027;300,6305904;0,022373928;91184,67296
21/07/1979;296,113972;291,8795812;301,0879179;0,006105222;91168,83085
22/07/1979;295,2072954;291,60023;299,2708651;0,015500308;91152,25734
23/07/1979;294,6886116;291,7956573;298,1693722;0,017107253;91239,63666
24/07/1979;295,8054724;291,7304304;299,9115914;0,004920916;91213,11974
25/07/1979;295,1082792;291,3498074;299,2589912;0,008049105;91159,54551
26/07/1979;295,4281575;291,405435;300,9347427;0,005138978;91047,22023
27/07/1979;296,3715557;291,7090524;301,4183096;0,001791974;91039,32687
28/07/1979;296,9457859;292,1450408;301,7210939;0,004901234;91106,66179
29/07/1979;296,2899394;292,3061814;300,7408816;0,006542163;91072,27165
30/07/1979;295,7127372;291,816544;299,7129978;0,015917145;91066,91312
31/07/1979;295,4788506;291,7917269;299,3205752;0,008112643;91160,5773
1/08/1979;295,6311299;292,1122583;300,1792912;0,01053669;91159,29542
2/08/1979;294,9105353;292,2173751;298,3888294;0,036440645;91124,43319
3/08/1979;295,6891663;292,0406754;300,2371086;0,007075243;91136,85506
4/08/1979;296,2243618;292,305877;300,454956;0,005024992;91024,50063
5/08/1979;296,5608813;292,4300859;301,9692734;0,006088985;91013,85482
6/08/1979;296,538853;292,1396163;301,5531498;0,005392265;91007,6633
7/08/1979;296,7065424;292,6116656;301,4964464;0,003963629;90951,5997
8/08/1979;296,7685256;292,7034086;301,4108106;0,008375872;90979,23268
9/08/1979;296,1432789;292,5606713;301,1746794;0,017086343;91124,89111
10/08/1979;296,7164659;292,3550007;302,2711857;0,0011512;91090,25282
11/08/1979;296,9321174;292,3705498;302,0709148;0,004190063;90927,06878
12/08/1979;296,5750845;292,5120537;301,4625184;0,004366002;90905,88136
13/08/1979;295,8219202;292,5377506;299,5296799;0,013550758;91012,76227
14/08/1979;295,3218057;292,2185769;300,3690386;0,017419698;91090,11341
15/08/1979;295,2689137;292,1870325;299,3630589;0,023568192;91057,86651
16/08/1979;294,7049039;291,8916796;298,9636849;0,017223741;91114,7324
17/08/1979;295,5443474;291,9647857;300,5182825;0,016231448;91146,19384
18/08/1979;294,9080703;291,8792854;299,1237712;0,025339022;91157,66133
19/08/1979;294,8774086;291,7044431;299,9942966;0,010234779;91191,53944
20/08/1979;295,3581395;291,7878972;300,1766355;0,019672357;91155,71762
21/08/1979;294,7247613;291,907971;299,1092214;0,016100183;91217,67793
22/08/1979;295,0651724;291,8736236;299,8853525;0,014229035;91232,85933
23/08/1979;295,1381355;291,8969642;299,948313;0,01218683;91180,74501
24/08/1979;294,1451804;291,7334405;297,6907491;0,028259844;91111,56435
25/08/1979;294,6589543;291,5586313;298,7771226;0,015128798;91134,74183
26/08/1979;294,2133374;290,8768214;298,2077948;0,008895573;91157,53846
27/08/1979;295,1177494;291,5308569;300,3851639;0,01028429;91047,33872
28/08/1979;294,512479;291,8837234;297,7970434;0,0176606;90969,43053
29/08/1979;294,3906643;291,3334598;298,7603681;0,009702495;91061,36994
30/08/1979;294,5093439;291,4888681;298,3602287;0,014096864;91122,752
31/08/1979;294,7462765;291,524683;299,1303387;0,011438867;91022,95481
1/09/1979;294,2964211;291,6820883;298,4747961;0,023763301;91012,20255
2/09/1979;294,3718705;291,3225189;298,3715915;0,01141268;91032,81245
3/09/1979;295,279821;291,1984437;300,4352424;0,00522771;91050,50543
4/09/1979;295,1138789;292,3245697;298,8029405;0,014059299;91068,11296
5/09/1979;294,9429087;291,637057;299,7191684;0,018171227;91127,20634
6/09/1979;294,712953;291,0101687;299,6298487;0,015079635;91071,70847
7/09/1979;294,8118519;291,753411;299,8723083;0,009505196;91049,86385
8/09/1979;294,9783948;291,7326397;299,6741371;0,013173986;91119,85172
9/09/1979;295,0599708;291,902578;299,385232;0,015833631;91150,55302
10/09/1979;294,8027972;291,9612175;299,1555567;0,02367965;91139,83064
11/09/1979;294,0905076;291,4353833;297,9511101;0,018286692;91140,23194
12/09/1979;294,6328918;291,8376051;298,6705286;0,00893693;91173,29225
13/09/1979;294,744216;291,7652261;298,8548716;0,014254408;91200,30358
14/09/1979;294,1336635;291,4845418;297,4671558;0,032626353;91188,73191
15/09/1979;294,4057114;291,7698711;298,3032588;0,010454676;91183,7498
16/09/1979;295,5032553;291,7236895;301,1917677;0,003996069;91077,21143
17/09/1979;295,9222432;292,3713438;300,6713078;0,009930225;91066,62148
18/09/1979;295,21834;292,0679219;300,580843;0,015784195;91092,13444
19/09/1979;294,5426615;291,5509332;299,094153;0,016047946;91187,58368
20/09/1979;294,5161265;291,3546989;299,6183648;0,013003693;91269,68119
21/09/1979;295,5180318;291,9546756;301,0721278;0,015457109;91280,37403
22/09/1979;295,1582473;291,7410503;300,7434826;0,012036819;91193,468
23/09/1979;294,9787508;292,073027;299,3213474;0,010519129;91099,36549
24/09/1979;295,3513878;292,0661269;300,1001078;0,014999083;91038,04147
25/09/1979;295,5319573;291,9949872;300,3890547;0,006432432;91017,78098
26/09/1979;295,8506563;292,1685698;301,1996964;0,008521093;90992,53863
27/09/1979;296,0471331;292,2948322;301,7540266;0,005218479;90978,62822
28/09/1979;295,9564822;292,3163624;300,607739;0,011227056;91034,54866
29/09/1979;295,6088321;292,5180534;300,2532722;0,025863338;91089,86955
30/09/1979;295,1028975;291,6455196;299,9167107;0,009484374;91100,50988
1/10/1979;295,5572162;292,0563948;300,5231049;0,010381783;91069,4897
2/10/1979;295,0972133;291,6828923;300,0123177;0,010428424;91003,05568
3/10/1979;295,6992927;292,3539678;301,3752734;0,011939405;91051,48151
4/10/1979;295,9236981;291,7581302;301,1283971;0,004973741;91111,38311
5/10/1979;296,4232591;292,5105683;301,4233192;0,012764776;90961,91783
6/10/1979;295,5663758;292,1753191;300,0556767;0,023119482;91007,75525
7/10/1979;295,6559531;292,1192877;300,8934178;0,0073062;91073,31737
8/10/1979;295,9375368;292,538469;301,0504526;0,01017783;91011,72974
9/10/1979;295,3520471;292,2821412;299,7372507;0,016554137;91097,31414
10/10/1979;295,2043089;292,4406578;299,5294652;0,024980033;91183,07227
11/10/1979;294,7461945;292,4201391;298,0429442;0,018880764;91251,59858
12/10/1979;294,5873557;291,86769;298,7906327;0,010349647;91227,21111
13/10/1979;295,402003;291,5669294;301,0854266;0,010847597;91055,32634
14/10/1979;295,4715972;292,6191519;298,9963346;0,022392818;91033,8031
15/10/1979;294,986026;292,3310814;299,6633902;0,044843668;91104,83353
16/10/1979;294,9237436;292,3407975;298,7953969;0,032307521;91145,04187
17/10/1979;294,6902426;292,3031959;298,0640166;0,027736554;91162,06974
18/10/1979;295,0638234;292,0350282;299,1118417;0,008284643;91176,13499
19/10/1979;295,3715804;292,1802942;299,9898348;0,013637092;91144,44746
20/10/1979;294,9686368;292,3253275;299,2111687;0,020927589;91158,59623
21/10/1979;295,3448209;291,6405383;300,4152931;0,01467864;91105,4321
22/10/1979;294,4313184;292,1974975;298,1822315;0,028788627;91088,92384
23/10/1979;294,701636;292,0403286;299,1764469;0,013362879;91086,46541
24/10/1979;295,1076014;291,8313014;299,8920958;0,006450183;91080,36167
25/10/1979;295,3475288;291,476998;300,4327952;0,006591815;91119,63073
26/10/1979;294,8521923;292,1344784;298,7318576;0,010771367;91169,15936
27/10/1979;294,8508701;291,9978704;299,8989942;0,013752214;91136,37053
28/10/1979;294,6362299;292,1511388;298,2851084;0,018775422;91066,87717
29/10/1979;294,4456436;291,7669636;298,7105813;0,020093565;91130,44622
30/10/1979;295,3998899;291,7447796;300,813739;0,00640883;91105,88441
31/10/1979;295,0540235;291,0544889;299,9004355;0,003579161;91024,01156
1/11/1979;295,1289685;291,7030588;299,6365134;0,006245082;90994,28895
2/11/1979;295,2877311;292,0923983;298,8048473;0,004841608;91032,45951
3/11/1979;295,4007334;292,5506651;299,9542173;0,008982033;91034,16537
4/11/1979;295,6244439;291,8388307;300,3484776;0,006999759;90996,1328
5/11/1979;295,3326815;292,2069965;299,6580166;0,007682959;90922,75686
6/11/1979;295,2038487;292,1653987;299,1398089;0,012898039;90950,13486
7/11/1979;295,2027824;292,3026402;299,7588171;0,020385874;90967,65296
8/11/1979;294,6809138;291,9231377;298,5051146;0,025219249;90956,76491
9/11/1979;294,9796015;291,5620364;299,8666741;0,009773418;90966,79012
10/11/1979;295,2534774;291,8355732;299,2697044;0,007839765;91001,39116
11/11/1979;295,2871124;292,0692603;299,4996703;0,013218981;91040,30304
12/11/1979;294,7195859;292,3162268;298,355792;0,019248441;90918,86207
13/11/1979;294,3740009;291,9168597;298,4765682;0,009741583;90842,94762
14/11/1979;294,6959333;291,6249658;298,8511074;0,007131693;90963,94384
15/11/1979;294,9734319;291,6147319;299,0489238;0,007483214;91155,9211
16/11/1979;294,6837535;291,9228005;298,5270963;0,011012747;91207,75984
17/11/1979;295,2907988;291,5613625;299,6089763;0,007567748;91171,15906
18/11/1979;295,3017139;291,456837;300,1951683;0,007752588;91092,51768
19/11/1979;295,9062623;291,8013456;300,2684721;0,008395384;91105,63123
20/11/1979;294,830414;291,8675862;298,824967;0,010832672;91144,87736
21/11/1979;295,0284658;291,5315641;299,8807103;0,006689834;91050,02044
22/11/1979;295,2353235;291,7103939;300,0568065;0,004918473;90877,15386
23/11/1979;295,0961624;292,0012708;299,2579989;0,015268144;90856,61238
24/11/1979;295,0032797;291,9203483;298,891922;0,016619318;90957,87476
25/11/1979;294,4281728;292,3179598;297,2189918;0,034215465;91028,28615
26/11/1979;294,9045246;291,6908176;298,607686;0,010316733;91151,96485
27/11/1979;295,7688875;291,5540462;301,3197976;0,008044646;91172,08934
28/11/1979;296,2052517;292,0296521;300,9899125;0,007667728;91084,78526
29/11/1979;295,785366;291,9131523;300,6951183;0,009715177;91021,13914
30/11/1979;295,4468291;292,2558456;300,0373938;0,022860517;91010,49257
1/12/1979;295,3235329;291,9389658;299,7171452;0,010533077;91041,5718
2/12/1979;295,9145045;292,6839904;301,0205658;0,012379247;90991,10352
3/12/1979;295,5790667;292,1310932;300,4796506;0,019188148;91018,3167
4/12/1979;294,5965443;292,1580794;298,8482218;0,014694653;91134,22434
5/12/1979;295,5482583;292,5084187;300,7163579;0,004506038;91004,00294
6/12/1979;296,1681154;292,1759441;301,3969648;0,001809861;90832,84571
7/12/1979;296,5643439;292,6131655;301,5848982;0,003637313;90878,68952
8/12/1979;296,364016;292,5121001;301,4913334;0,008804392;90950,53431
9/12/1979;295,3623776;292,1965932;300,1768679;0,027320336;91034,41651
10/12/1979;294,9949786;292,0136589;299,6371827;0,006862211;91096,62705
11/12/1979;295,1385645;291,1915516;300,2733864;0,001078378;90977,27766
12/12/1979;295,3442153;292,4732603;300,0086032;0,004967384;90907,77765
13/12/1979;294,9400237;292,4495868;298,2696256;0,012167217;90992,40385
14/12/1979;294,4928456;291,7034735;299,2264303;0,013323605;91034,54204
15/12/1979;294,6151096;291,0487078;300,0394724;0,009875776;91071,01568
16/12/1979;294,5675238;290,9358436;299,9585404;0,00675741;91149,81193
17/12/1979;294,7920185;291,3002822;299,1671932;0,005601364;91278,44552
18/12/1979;294,1961868;291,8584282;297,667107;0,009001586;91242,07586
19/12/1979;293,7713829;291,488975;296,7330178;0,010770835;91232,18123
20/12/1979;294,1582718;291,3104658;297,9917045;0,007235464;91244,70527
21/12/1979;294,5517532;290,8577711;299,3112481;0,005490511;91174,58618
22/12/1979;294,6248596;291,0357866;299,2778294;0,007917074;91118,67546
23/12/1979;294,0669256;290,807599;298,4307762;0,008153417;91184,84967
24/12/1979;294,5128282;291,0138928;299,6774847;0,002456137;91212,01975
25/12/1979;294,4523595;290,7131994;299,5562859;0,002913233;91167,53656
26/12/1979;294,5640628;291,0573656;299,5588057;0,003854133;91146,94418
27/12/1979;294,5887613;291,4454703;298,5403432;0,004421282;91222,31346
28/12/1979;294,8224045;291,4335503;299,7746763;0,002627843;91216,24822
29/12/1979;295,2674279;291,5050706;300,4171999;0,003111622;91100,30609
30/12/1979;295,5937973;291,9849127;300,2279856;0,005708022;91005,06914
31/12/1979;295,4679453;291,8134925;299,8892805;0,005117816;91008,87419
1/01/1980;295,306291;292,156739;299,1155897;0,016352321;90998,7956
2/01/1980;295,4797604;291,8647644;299,5934087;0,006914081;90980,11879
3/01/1980;295,8127663;292,5860466;300,1946686;0,005009243;90932,23216
4/01/1980;295,8254659;292,6353639;300,1810144;0,013284304;90980,18177
5/01/1980;295,3209149;292,0910463;299,4872043;0,005434697;91009,81527
6/01/1980;295,9638272;292,2401069;300,4453316;0,001023038;90980,16154
7/01/1980;296,4701798;292,7229385;301,1548674;0,002625344;90918,58851
8/01/1980;296,2486387;292,3941325;301,0289465;0,002084758;90998,12155
9/01/1980;296,2318163;292,6143876;299,831446;0,005125383;91107,10982
10/01/1980;296,0364944;292,5167213;299,8483397;0,00644955;91205,2708
11/01/1980;295,7480925;292,5642501;299,7431625;0,006100787;91216,45831
12/01/1980;295,4737792;290,9623075;300,2275641;0,005266485;91143,47325
13/01/1980;294,7596642;290,7057004;298,9481588;0,003251481;91104,76589
14/01/1980;294,5907755;291,1664443;299,0901813;0,004793484;91189,36228
