formatted_date;mean_2m_air_temperature; minimum_2m_air_temperature; maximum_2m_air_temperature;total_precipitation;surface_pressure
11/07/1981;295,2648902;292,6540271;299,7816074;0,012079919;91100,20901
12/07/1981;295,1793335;292,0140239;299,7044548;0,039380457;91079,61321
13/07/1981;295,7978978;292,7963025;300,6522428;0,01833755;91107,40379
14/07/1981;295,0089546;291,4803177;299,7887346;0,005420334;91176,58813
15/07/1981;295,1057793;291,7147625;300,2434895;0,009498751;91167,30972
16/07/1981;295,0442593;292,0202285;298,8934578;0,01676328;91145,50478
17/07/1981;294,1436448;291,7958518;297,0847249;0,01572523;91119,61983
18/07/1981;294,7042923;291,8864991;299,3608052;0,022457591;91182,51446
19/07/1981;295,2039181;291,8253764;299,5350912;0,003994573;91240,72757
20/07/1981;295,5594979;291,4294812;300,271516;0,011684994;91127,27477
21/07/1981;295,0933392;291,3090163;299,5098848;0,017473266;91160,52655
22/07/1981;295,5972269;291,6916353;300,5164758;0,011689568;91252,11525
23/07/1981;295,9900531;291,8614481;300,9458422;0,004934165;91216,44133
24/07/1981;295,7026478;291,5578023;300,6491538;0,001809826;91182,41109
25/07/1981;296,6747116;291,8786178;301,7971426;0,002369677;91108,9315
26/07/1981;296,2827743;291,891597;301,3121706;0,005353296;91173,17515
27/07/1981;296,210153;291,6647879;301,8924031;0,00248928;91128,29887
28/07/1981;296,3295373;292,1878707;301,5509571;0,004281843;91093,92449
29/07/1981;295,9545322;291,8991253;301,1209427;0,006816919;91026,25991
30/07/1981;296,4789385;292,5708612;301,7351259;0,004476857;90965,41949
31/07/1981;296,4723659;292,4420367;301,5800365;0,008389014;91016,99501
1/08/1981;296,3783474;292,4046693;301,3289;0,008241128;91018,74647
2/08/1981;296,0034451;292,3247488;299,8444326;0,010966535;90940,41933
3/08/1981;295,4732523;292,1177277;300,6953631;0,010364916;90915,60545
4/08/1981;295,6712473;292,2709465;300,6562262;0,011884026;91016,61814
5/08/1981;296,7319151;293,2622396;301,8703873;0,007755155;91053,78284
6/08/1981;295,9313632;291,8394956;301,4454049;0,023781896;91038,63324
7/08/1981;295,1276567;291,3407717;298,8692602;0,008050298;91032,08959
8/08/1981;295,2305403;291,8041444;300,3306935;0,008338679;90987,57871
9/08/1981;295,4727981;292,5278065;300,0438229;0,010799518;91071,1897
10/08/1981;296,32997;292,3644358;301,6702857;0,005348714;91124,50943
11/08/1981;296,2579912;292,6339467;300,3883305;0,011904584;91128,56773
12/08/1981;294,7278599;292,4621195;298,1027257;0,021180501;91135,57523
13/08/1981;294,5417352;291,7378166;298,188029;0,01826426;91185,15501
14/08/1981;294,7228283;291,4894298;299,0210193;0,01153211;91295,83816
15/08/1981;295,7270648;292,3911935;300,8264726;0,008928986;91304,73126
16/08/1981;295,3570155;291,3725456;300,6327258;0,007698639;91228,02123
17/08/1981;294,4922381;292,083549;297,0684393;0,018768953;91177,12978
18/08/1981;294,8522624;291,6066904;299,6481569;0,022236439;91187,76069
19/08/1981;294,7271909;291,7526575;299,8929886;0,013909513;91226,3995
20/08/1981;295,2828433;291,2577548;300,0690939;0,004356475;91204,73693
21/08/1981;295,0510296;292,035184;299,2759994;0,00959928;91202,48063
22/08/1981;294,6598576;291,2781983;299,0194898;0,015896922;91162,00008
23/08/1981;294,5555154;292,2611304;297,4763512;0,026721193;91156,42196
24/08/1981;294,5808398;291,0942227;300,3683544;0,015266623;91176,76796
25/08/1981;294,521886;291,8052307;298,9265261;0,02101119;91220,11564
26/08/1981;293,9915426;290,3902182;298,3210933;0,012029474;91172,02213
27/08/1981;294,401094;291,0894008;298,3847683;0,00942375;91157,68007
28/08/1981;295,4100414;291,0945901;300,6831024;0,007731633;91201,70932
29/08/1981;294,739606;290,6986565;299,227002;0,012415666;91181,01158
30/08/1981;294,2253913;292,0536925;297,9789054;0,011040207;91141,33469
31/08/1981;293,9583716;291,27441;298,0356521;0,017523993;91167,09256
1/09/1981;293,4404625;291,3660916;296,1468923;0,027659229;91230,92101
2/09/1981;293,9754741;290,0302136;299,0068645;0,007703936;91237,16711
3/09/1981;294,4224321;291,8218714;297,9568234;0,009721076;91199,78767
4/09/1981;294,2080246;290,8219929;298,9562444;0,01065597;91212,82022
5/09/1981;294,6060416;291,3534554;298,6417441;0,006486612;91186,83256
6/09/1981;294,7488641;292,0671246;299,3581881;0,016216571;91135,56152
7/09/1981;295,1657975;291,3593104;300,4172486;0,01871043;91152,4434
8/09/1981;294,9313896;291,5882423;298,6891024;0,014522368;91145,02585
9/09/1981;295,2397363;292,346219;299,4140295;0,012091717;91100,47185
10/09/1981;295,2050617;291,5454041;299,4801819;0,011590168;91117,31903
11/09/1981;294,7036111;291,3401778;298,8228879;0,016567326;91169,63884
12/09/1981;294,7226097;290,9226547;299,7709997;0,008811718;91115,65617
13/09/1981;294,7577961;291,1912614;299,3038877;0,008282292;91084,03786
14/09/1981;294,9348917;291,2906768;298,7857389;0,021014621;91082,69607
15/09/1981;295,0033865;291,5702779;298,8746708;0,014756094;91158,50271
16/09/1981;295,3140764;291,6495166;300,0640198;0,013595606;91163,80268
17/09/1981;295,1471674;291,0926864;300,4296363;0,009380715;91171,99239
18/09/1981;295,7384543;291,7164524;301,2644767;0,008249253;91201,83627
19/09/1981;295,0771328;291,5981021;299,0134177;0,011755952;91194,00783
20/09/1981;295,5284773;292,0985511;300,5990759;0,017281597;91100,22194
21/09/1981;296,2055558;292,7794207;301,1825508;0,003076702;91012,35785
22/09/1981;295,9731779;292,3469729;300,8209101;0,00573785;91026,07908
23/09/1981;296,496345;292,4712509;301,5405967;0,004318635;91080,8464
24/09/1981;296,2280217;292,9932632;301,0430584;0,010300111;91160,78415
25/09/1981;296,1314227;292,2639529;301,2460666;0,01051178;91174,80196
26/09/1981;295,0360178;292,2747372;299,3349291;0,013426049;91111,07379
27/09/1981;295,2795825;292,0599705;300,0261589;0,010627786;91038,50752
28/09/1981;295,436484;291,8254726;299,8345312;0,009578245;91056,3715
29/09/1981;295,0767334;292,0494161;299,1908654;0,011977795;91054,00968
30/09/1981;295,2238763;291,7511441;300,5904423;0,010287572;91033,09509
1/10/1981;294,8826695;291,5004129;298,5941492;0,010860623;91049,40575
2/10/1981;295,148018;292,4727035;299,223813;0,021617273;91006,4531
3/10/1981;294,8595968;291,9794622;298,1493504;0,011985089;90979,78288
4/10/1981;294,5618907;291,8512602;298,2664277;0,007368785;91080,56909
5/10/1981;295,3126752;292,0789889;299,4702346;0,002737964;91084,36964
6/10/1981;295,1126348;292,3993729;298,1981205;0,010118844;90996,31303
7/10/1981;295,0186425;292,1453191;298,1778414;0,015432509;90971,49667
8/10/1981;294,4036203;291,4995496;298,4909099;0,007219848;91056,46091
9/10/1981;294,5355489;291,9194413;298,3855065;0,020678153;91181,10293
10/10/1981;294,4693273;291,928529;298,3032561;0,020477466;91238,93549
11/10/1981;294,4852894;291,8477079;298,8085245;0,01410363;91221,59089
12/10/1981;294,5495596;291,0212626;299,1888137;0,017270748;91162,57097
13/10/1981;294,7307821;291,3000024;299,4990719;0,009852087;91129,07606
14/10/1981;294,9367935;291,784408;299,6899386;0,01019729;91084,7568
15/10/1981;294,9112217;292,5132507;298,7648244;0,011824516;91045,80728
16/10/1981;294,6150037;292,2183331;298,7712628;0,016489833;91102,36255
17/10/1981;295,3085391;291,8650989;299,8738031;0,013255489;91095,61954
18/10/1981;295,4409646;292,0929098;300,0364079;0,012542258;91099,98731
19/10/1981;294,7907066;291,986665;299,4519507;0,029124716;91122,15864
20/10/1981;295,0128229;291,650309;299,6176055;0,011100009;91135,98846
21/10/1981;295,2075852;292,0259951;299,8908951;0,008398841;91071,94594
22/10/1981;294,6019115;291,8787733;298,2892691;0,014617612;91028,98946
23/10/1981;294,2272578;292,2506904;297,7270092;0,016082635;91075,97512
24/10/1981;294,0980748;291,9782919;297,3117209;0,025186455;91150,6617
25/10/1981;295,042183;291,7139924;300,4797964;0,006519626;91115,45014
26/10/1981;295,0267934;292,4070667;299,3409669;0,01283244;91092,15449
27/10/1981;294,4925358;292,2815914;297,93054;0,016300901;91145,64052
28/10/1981;294,2439174;291,6223373;298,2278488;0,013056688;91167,94835
29/10/1981;294,8545733;291,7177869;300,2359737;0,01007015;91103,70025
30/10/1981;294,3314844;292,1504316;297,6022705;0,011256837;91162,5408
31/10/1981;294,6786194;292,134908;299,0513285;0,015655711;91220,90826
1/11/1981;294,2240066;291,9170621;298,2080723;0,02187133;91122,49333
2/11/1981;294,4523933;291,1925827;299,4093606;0,004318252;90997,985
3/11/1981;295,0299701;291,0023947;300,0797138;0,005260856;91059,68992
4/11/1981;295,0834907;291,6505533;299,4091011;0,013750569;91149,80047
5/11/1981;295,1430186;292,2555917;299,8200927;0,019695206;91175,91042
6/11/1981;295,5941702;292,0375881;300,4766298;0,007860005;91107,137
7/11/1981;295,5285256;292,9810476;299,5126383;0,010943056;91062,5235
8/11/1981;295,1527667;292,6553698;298,8432187;0,016429938;91096,84454
9/11/1981;295,0729485;292,2147261;299,2193071;0,010896046;91232,59321
10/11/1981;294,6375242;291,5299491;298,3772124;0,023666629;91167,09256
11/11/1981;295,3140984;291,4829171;300,7144042;0,006730013;91082,04202
12/11/1981;295,152015;292,9889589;299,0539416;0,016347763;91030,3265
13/11/1981;295,021685;292,5239002;298,8612871;0,013164804;91040,87173
14/11/1981;294,8409631;292,5206778;298,9000503;0,019296015;91062,04178
15/11/1981;294,2003452;291,814379;298,3941246;0,017189783;90989,46862
16/11/1981;294,6064226;292,064641;298,8848326;0,008262169;91057,28479
17/11/1981;294,9423271;292,2094411;299,1831209;0,004890713;91105,97896
18/11/1981;294,967804;291,835018;298,9308838;0,004805735;91047,37228
19/11/1981;295,1547455;291,7053183;299,3305822;0,009227376;91066,00686
20/11/1981;294,9285511;292,4792768;298,8624007;0,009727111;91115,06658
21/11/1981;295,1401582;291,9157104;300,2255732;0,011169908;91099,51099
22/11/1981;294,9284718;292,1682273;299,1904604;0,013742113;90992,82019
23/11/1981;295,0449908;292,2443671;299,3493223;0,014457192;90980,1387
24/11/1981;294,8480719;292,0303349;298,6434909;0,010503946;90967,61109
25/11/1981;295,0040284;292,3732215;299,7954768;0,009765956;90936,16146
26/11/1981;295,5541025;291,9426591;300,8382313;0,006794468;90911,38731
27/11/1981;295,1872134;292,3620254;299,7910644;0,007156601;90923,11906
28/11/1981;295,0574093;292,2149701;299,6998774;0,023623831;90999,96049
29/11/1981;294,7004329;292,2354275;298,1823623;0,011139146;91062,4147
30/11/1981;294,4547021;291,7344769;298,3047871;0,011002365;90983,93308
1/12/1981;294,9804565;292,1696438;299,1715144;0,010718733;90977,78738
2/12/1981;295,0770956;291,2538406;299,5626703;0,006873565;91041,17929
3/12/1981;295,1339713;290,779101;299,6513888;0,007246283;91032,88918
4/12/1981;295,6488186;291,4864558;300,6406077;0,009688196;90992,4782
5/12/1981;295,0338915;292,9034295;298,4637147;0,032417462;90981,18555
6/12/1981;294,5110307;292,2109829;298,1159138;0,010917258;91032,61442
7/12/1981;294,7021925;291,8320318;299,2192518;0,007490233;91013,67876
8/12/1981;295,3312887;291,8415762;299,7185314;0,005222136;90952,42087
9/12/1981;295,2276568;291,9036972;299,2010912;0,01256233;90905,02468
10/12/1981;294,8470711;292,2527402;298,1902359;0,019595922;90977,8964
11/12/1981;294,4635221;290,9856801;298,1705489;0,014298432;91097,12891
12/12/1981;294,7965533;291,3172469;299,0231226;0,004857253;91157,24492
13/12/1981;295,2303502;291,980228;299,8265443;0,006487969;91068,07408
14/12/1981;295,5656645;292,0039297;299,9527529;0,006360311;91015,67122
15/12/1981;295,1229204;291,3362002;299,7913262;0,01569594;91085,72885
16/12/1981;295,2820732;292,0858788;300,1713954;0,00557015;91110,3916
17/12/1981;295,5953024;291,3423374;300,1945654;0,005744221;91081,07701
18/12/1981;295,154858;292,1404758;298,7986129;0,015593548;91091,00117
19/12/1981;294,945197;292,1019243;298,7444763;0,004869482;91130,34764
20/12/1981;295,0189415;291,3234849;299,0342223;0,004387346;91171,34629
21/12/1981;294,5493216;292,3861771;298,2753416;0,012533886;91185,9491
22/12/1981;294,6134698;291,3547848;298,9490434;0,003533092;91063,34581
23/12/1981;295,1803548;291,8709131;299,298364;0,003171644;90966,09536
24/12/1981;295,2569795;291,819411;299,7488136;0,002539584;91030,47391
25/12/1981;295,0794995;292,2600003;298,2753304;0,007831327;91089,54964
26/12/1981;294,9296093;291,8838722;299,0221694;0,006459885;91084,07919
27/12/1981;295,552824;292,5131445;299,5223554;0,003065595;90537,21874
28/12/1981;295,5347293;291,1418817;300,4408385;0,002548527;90485,12678
29/12/1981;295,158269;291,8202137;298,5620747;0,006562092;90512,19281
30/12/1981;294,9376971;291,5871453;299,5151875;0,006837601;90570,01006
31/12/1981;294,334458;291,8778114;297,9907339;0,019719719;90615,13014
1/01/1982;294,3251258;290,7194975;299,8907677;0,005747811;91106,28382
2/01/1982;294,1425851;291,7060076;297,6414747;0,010000002;91170,12845
3/01/1982;294,4852912;291,8817805;298,7757947;0,012614348;91230,24972
4/01/1982;294,0115677;291,3847451;297,4488523;0,014207019;91331,2401
5/01/1982;294,4328916;291,3299786;298,8847803;0,006551505;91282,85835
6/01/1982;294,0144306;291,275916;297,9519183;0,009177014;91185,32762
7/01/1982;293,7872389;290,8529925;297,3585016;0,007265318;91157,19279
8/01/1982;294,3066005;289,9295948;299,1791162;0,004388665;91115,6147
9/01/1982;294,2706276;290,4316852;299,0707959;0,00438767;91077,3452
10/01/1982;294,7390519;291,3467609;299,0334247;0,004208617;91062,07115
11/01/1982;295,0553722;291,7665965;299,5822378;0,004192724;91180,28859
12/01/1982;295,124174;291,2245622;299,8190588;0,002865182;91109,22601
13/01/1982;295,3907757;291,5148185;299,9190613;0,004681113;90969,45582
14/01/1982;295,2230616;291,687602;299,3426108;0,006468223;90986,63907
15/01/1982;295,017576;291,6220423;299,4769627;0,00626887;91083,80875
16/01/1982;294,9392889;290,8592454;299,7477896;0,005318489;91061,85349
17/01/1982;295,2777604;291,9711434;299,2857754;0,002747504;91102,08102
18/01/1982;295,4384052;291,3706951;300,414354;0,001024924;91009,32341
19/01/1982;295,6185071;291,336476;300,7669464;0,002606594;90994,64903
20/01/1982;295,756885;292,1698504;300,5033559;0,001995036;91051,92113
21/01/1982;295,9319186;291,465886;301,6298208;0,004301474;91057,88591
22/01/1982;295,5719046;292,0673904;299,6089892;0,004857874;91072,27501
23/01/1982;294,9897616;290,6139644;300,7704952;0,005473597;91085,74099
24/01/1982;294,477668;291,07859;298,9990005;0,01399239;91178,63604
25/01/1982;294,3873057;290,651321;299,8354062;0,005356535;91214,33299
26/01/1982;294,4662983;290,891168;299,419548;0,008640825;91268,67072
27/01/1982;293,8417721;291,2805023;297,8794454;0,008616854;91316,63327
28/01/1982;294,4843198;291,7158657;298,9533769;0,009402468;91297,64099
29/01/1982;294,2267061;291,2929402;298,7941966;0,010444223;91258,27184
30/01/1982;294,4548033;290,7266029;298,8567929;0,003528633;91102,92809
31/01/1982;294,6044978;291,7215291;298,2726276;0,007727017;91047,16609
1/02/1982;294,7653617;290,8719645;299,5810001;0,004905227;91066,69873
2/02/1982;294,8111074;291,7395135;298,6802061;0,007266067;91005,8705
3/02/1982;294,7523076;291,4303963;299,8975767;0,006442962;90961,99915
4/02/1982;295,1733814;292,189895;299,6111168;0,007291654;91032,66914
5/02/1982;295,3790811;292,0719815;299,9679724;0,006818515;91092,31547
6/02/1982;294,4742663;291,444014;298,3294064;0,014320403;91164,73536
7/02/1982;295,4261953;292,0667966;300,3977991;0,00661102;91159,84365
8/02/1982;295,0305223;291,9580271;299,5800941;0,008911498;91082,78999
9/02/1982;295,0693155;292,1395255;299,1693661;0,008171745;91014,30008
10/02/1982;294,8275779;291,9706767;297,90201;0,012134881;91054,38213
11/02/1982;295,3406112;292,5624937;300,0501316;0,008931769;91118,85172
12/02/1982;295,3323298;292,3082041;299,7093086;0,008538831;91083,7843
13/02/1982;294,8916057;292,2329487;298,5222896;0,013597845;91086,60737
14/02/1982;295,17782;291,9191692;299,99812;0,011434411;91112,31879
15/02/1982;295,1627152;292,5391861;298,9401193;0,008684049;91181,70642
16/02/1982;294,7460509;292,0082473;298,1216396;0,008886521;91117,77141
17/02/1982;294,4834008;291,2064323;299,4057508;0,006069317;90989,94621
18/02/1982;294,6934002;292,1320848;298,6270616;0,00994203;90982,49304
19/02/1982;294,71067;292,1177323;298,5070935;0,012258836;91097,06153
20/02/1982;294,6683064;292,0762964;298,1646771;0,012654478;91162,16141
21/02/1982;294,9032652;291,832673;299,2055328;0,002807812;91086,18456
22/02/1982;294,9460927;292,0571717;299,4181849;0,005967312;91098,34505
23/02/1982;295,2009361;292,1730021;298,9326853;0,004336572;91216,33777
24/02/1982;295,3769174;292,037108;299,5439243;0,003109715;91196,61579
25/02/1982;295,5658884;291,4851118;300,4162639;0,005396472;91084,83747
26/02/1982;295,1914035;292,1624536;299,5000502;0,007027029;91065,06683
27/02/1982;295,4657831;292,3234954;299,6634947;0,005404943;91143,67544
28/02/1982;295,3116689;292,294588;299,3552737;0,004725195;91229,72817
1/03/1982;295,4187319;292,3615093;298,9065335;0,005707415;91231,70787
2/03/1982;294,844646;292,7174347;298,1147459;0,023766092;91277,78828
3/03/1982;295,3248662;291,8177722;300,2486551;0,002853127;91150,81781
4/03/1982;294,9851834;291,2890531;298,9941368;0,009203514;91040,61492
5/03/1982;294,9718056;292,0422929;299,3303011;0,007233962;91134,1916
6/03/1982;295,191484;291,5845932;299,9687534;0,00285813;91090,76014
7/03/1982;295,197034;290,8293084;301,0749769;0,003113163;91082,57447
8/03/1982;295,8895098;292,3539456;300,2642875;0,004512691;91155,44916
9/03/1982;294,8628872;291,0480946;299,9342707;0,002905104;91169,63567
10/03/1982;295,4421895;292,2907803;299,6332366;0,006281626;90990,29082
11/03/1982;294,8901948;291,9556197;298,7451981;0,006667284;90968,34981
12/03/1982;295,0281279;292,5409033;298,3836163;0,007184204;90992,39092
13/03/1982;295,2919294;291,9009238;299,8973521;0,009417238;91030,53924
14/03/1982;295,1944779;292,3235272;299,5544459;0,012794852;91066,65427
15/03/1982;295,2142645;291,983804;299,9731502;0,012757467;91041,3016
16/03/1982;295,1341489;292,1563682;299,97656;0,007119884;90992,37614
17/03/1982;295,3073065;292,2007447;300,018523;0,006521238;90968,18725
18/03/1982;295,3806804;292,2377144;299,5053718;0,005955526;91046,49173
19/03/1982;295,2735846;292,2970383;299,797732;0,008931824;91018,67891
20/03/1982;295,5136038;291,9304579;300,3529523;0,005840118;90989,90683
21/03/1982;295,7709974;292,4164103;300,4308448;0,0036956;90906,00198
22/03/1982;295,6362628;292,518765;299,695776;0,008071729;90890,50989
23/03/1982;295,556378;291,8208373;300,2480514;0,010546046;90867,02312
24/03/1982;295,7694457;292,1998751;300,2481049;0,013161308;90947,06733
25/03/1982;295,8431854;292,3262003;300,6385037;0,005493753;90958,02323
26/03/1982;295,7987195;292,3715196;299,6651692;0,010540281;91001,22304
27/03/1982;295,6674952;291,9499285;300,183004;0,00878706;91068,56232
28/03/1982;295,4243484;292,8859318;299,5599053;0,007460012;91049,86269
29/03/1982;295,4841412;292,5397631;299,4204991;0,008736889;91089,1094
30/03/1982;295,3044984;292,1895784;299,9723318;0,009022274;91124,08678
31/03/1982;295,4836132;292,9955599;299,5527105;0,006696837;91120,72829
1/04/1982;295,882278;293,2937951;299,8285558;0,008059395;91037,55515
2/04/1982;295,2738028;292,3208939;299,344626;0,01056348;91020,94766
3/04/1982;295,2608104;292,2567419;299,0091149;0,012081602;91108,73382
4/04/1982;295,2397804;292,594646;298,7555875;0,01390877;91149,66065
5/04/1982;295,3914948;292,0846474;299,5734865;0,017957846;91112,90031
6/04/1982;295,1764659;292,391298;298,7267994;0,018903995;91065,80789
7/04/1982;295,4696833;292,3718987;300,1743283;0,015977571;91082,75425
8/04/1982;295,4825106;292,7866588;299,3664331;0,013863038;91045,34257
9/04/1982;295,0799397;292,3159533;299,3441216;0,015513926;91119,61971
10/04/1982;294,8052127;292,3711973;299,010777;0,013756231;91195,43852
11/04/1982;295,2017239;292,4837642;299,4674063;0,013368284;91241,19033
12/04/1982;294,5829821;292,1227611;298,4984185;0,030529487;91305,02718
13/04/1982;294,7800846;292,0475789;299,1158874;0,014993226;91323,05775
14/04/1982;295,2408201;291,8400117;300,0355047;0,013626799;91181,19646
15/04/1982;295,6193454;291,7675323;300,6191247;0,008182516;91076,7936
16/04/1982;295,6572982;292,5532898;300,2455703;0,009527839;91034,47045
17/04/1982;295,3226278;293,0545958;299,157417;0,015749646;91161,96447
18/04/1982;294,9307337;292,6329407;298,6017004;0,016344148;91173,48876
19/04/1982;295,0239155;292,315649;299,41849;0,014456516;91058,50893
20/04/1982;295,5018098;292,0103368;299,8166759;0,012331775;91035,87092
21/04/1982;295,3745209;291,7537038;299,4505506;0,010065774;91089,05065
22/04/1982;295,4892421;291,7647769;300,4957857;0,012274672;91127,49541
23/04/1982;295,789056;292,5093231;300,2826268;0,020893827;91169,43101
24/04/1982;295,7257916;292,6430753;300,2383386;0,007355848;91137,11257
25/04/1982;296,7421445;293,2548532;301,5443032;0,008243057;90995,69006
26/04/1982;295,7991258;292,1729341;299,7684604;0,009995606;91034,18043
27/04/1982;295,5906095;292,4227956;300,1405555;0,008758061;91152,01807
28/04/1982;294,8619827;292,8089445;297,371513;0,015954076;91136,07233
29/04/1982;295,0307264;292,0529442;300,1601413;0,01078278;91175,3241
30/04/1982;295,102942;292,5172359;299,2341756;0,017947173;91185,42435
1/05/1982;295,3477109;292,4500689;299,8744885;0,01728809;91208,298
2/05/1982;295,3704537;292,6742538;299,8212219;0,014747964;91212,75363
3/05/1982;295,1380664;292,3702576;299,5321092;0,01337358;91231,59804
4/05/1982;295,3820126;292,221223;300,8611253;0,011702974;91209,11904
5/05/1982;295,223443;292,8470877;298,5676867;0,01546671;91183,8278
6/05/1982;295,4689022;292,2177661;299,4542226;0,015447261;91136,73065
7/05/1982;295,5901687;292,1078906;300,0562053;0,012287252;91146,15707
8/05/1982;295,2909824;292,9562782;299,2256889;0,022437961;91191,95554
9/05/1982;295,5470453;292,848806;299,8815199;0,021549166;91157,26329
10/05/1982;295,2172488;293,0919873;299,0851836;0,014410259;91120,03247
11/05/1982;295,6674176;291,7040204;300,9694678;0,007562893;90999,67749
12/05/1982;295,9461641;292,9997115;300,6051093;0,006458489;90924,83152
13/05/1982;295,9374119;292,6818409;300,0641005;0,0093145;90932,17976
14/05/1982;295,0554885;292,749734;297,5674567;0,019900434;91001,23117
15/05/1982;295,3370657;292,3673596;299,2983102;0,014733684;90971,30978
16/05/1982;295,0703465;292,2486411;299,1584451;0,021450178;90992,33464
17/05/1982;295,7040802;292,7126451;299,919126;0,019068303;90976,66602
18/05/1982;295,1880297;292,6382197;298,8809144;0,014354528;90999,56511
19/05/1982;295,2121334;292,1448485;298,8211396;0,017426606;91064,07956
20/05/1982;295,3088344;292,6774871;298,8783895;0,031512074;91117,31317
21/05/1982;294,8990681;292,5204119;298,454796;0,021184001;91154,61625
22/05/1982;294,4913876;292,8763681;297,1517076;0,021227503;91224,20086
23/05/1982;294,7132708;291,8505626;298,423636;0,018578316;91228,45024
24/05/1982;295,3182717;292,2845052;299,3115379;0,01157543;91150,36055
25/05/1982;294,9950939;292,2644388;299,1369064;0,013494306;91103,46738
26/05/1982;294,7483267;291,814018;298,6683323;0,025443582;91180,58906
27/05/1982;294,9975314;292,2795677;298,9355744;0,011716269;91272,12544
28/05/1982;295,7659007;292,5995613;300,5937484;0,007323386;91219,55219
29/05/1982;295,214373;292,3791382;299,7050882;0,013193077;91181,42822
30/05/1982;295,2508333;292,7864738;298,9831148;0,031744891;91120,00511
31/05/1982;295,7386859;292,4504992;300,3918336;0,014045744;91158,2876
1/06/1982;295,9297407;292,701997;300,6850899;0,007145374;91176,70057
2/06/1982;296,6868901;292,8057977;301,5877584;0,006650278;91033,25514
3/06/1982;296,5366977;292,9981353;301,1603767;0,011079739;91033,05005
4/06/1982;296,0413867;292,6560122;300,79365;0,011186474;91060,83904
5/06/1982;295,5097822;293,1630366;299,0421049;0,011402392;91110,20973
6/06/1982;295,4104748;292,4786786;299,6882004;0,011262625;91201,56589
7/06/1982;295,6937981;292,4736905;300,1570443;0,011828698;91104,02804
8/06/1982;295,1641726;292,4584633;299,4587157;0,011159844;91070,79252
9/06/1982;295,4242241;292,3022428;300,8893212;0,015707264;91067,8264
10/06/1982;295,1219228;292,0862333;300,1546986;0,005996962;91135,26927
11/06/1982;295,6052905;292,82656;300,1881584;0,012451556;91114,08617
12/06/1982;295,0569994;292,7875648;298,2645437;0,016817789;91086,88665
13/06/1982;295,5891029;292,2612858;300,6267599;0,008806583;91116,26448
14/06/1982;296,0128273;292,9575999;301,3139404;0,010093721;91106,91867
15/06/1982;295,676848;292,3840807;300,3085346;0,012241006;91045,50881
16/06/1982;295,9778628;291,8403079;301,1572306;0,008399703;91038,17241
17/06/1982;295,5542003;292,080565;299,8687865;0,010447995;91139,4415
18/06/1982;295,3697202;292,3474563;299,5867379;0,008104887;91218,15841
19/06/1982;296,0580118;292,0257127;301,2609296;0,008021002;91193,3409
20/06/1982;295,1273475;291,5099932;299,8218108;0,011937358;91109,53616
21/06/1982;295,1383181;291,7770225;299,4106259;0,011094008;91166,11429
22/06/1982;295,3143874;292,2237943;300,1906497;0,008840819;91209,07414
23/06/1982;295,8633175;292,6807719;300,3475781;0,006117706;91207,10737
24/06/1982;295,1640929;292,2765345;298,7760373;0,007068473;91083,11425
25/06/1982;295,6994515;292,3484912;300,3830406;0,00911921;91086,39978
26/06/1982;295,6016527;291,5484662;299,8335124;0,006381885;91095,12049
27/06/1982;295,9531187;292,9391413;300,5994738;0,005355586;91081,27266
28/06/1982;296,1610121;292,2253794;300,9982878;0,014463714;91053,89031
29/06/1982;296,3597536;292,2967807;301,228581;0,007493751;90924,29703
30/06/1982;296,5400245;292,5702568;301,3784079;0,003606161;90946,43477
1/07/1982;296,5461671;292,4711543;302,1178447;0,005060518;91057,93829
2/07/1982;296,2170796;291,9667968;301,2893452;0,011611179;91074,27608
3/07/1982;295,9068184;291,9911396;300,534361;0,014977962;91136,76469
4/07/1982;295,6995696;291,903982;300,9639315;0,018966939;91117,54098
5/07/1982;295,442361;292,1282862;300,7123058;0,011525967;91077,48356
6/07/1982;295,7127615;291,8424218;301,6984804;0,008613385;91077,23473
7/07/1982;295,5540373;291,7735978;301,0983245;0,011153778;91055,64916
8/07/1982;295,1171228;291,5635395;299,5614407;0,01384218;91060,4536
9/07/1982;295,4826116;291,6338221;300,6286175;0,005755763;91059,44718
10/07/1982;295,8804375;291,8367858;300,8953115;0,004465455;90965,67938
11/07/1982;295,8451579;292,6087314;299,3577781;0,014147935;90919,33015
12/07/1982;295,4624976;292,1829202;299,9014175;0,021084652;90956,27064
13/07/1982;295,2341863;291,7769975;300,2266667;0,01292724;91026,57237
14/07/1982;296,3880857;292,7964561;301,4440448;0,002544229;90933,98038
15/07/1982;296,9394536;292,4500502;302,6861681;0,003082261;90905,74273
16/07/1982;296,4445145;292,4373053;300,9855169;0,003034754;90960,73189
17/07/1982;296,4274513;292,1560925;300,6156169;0,012624443;91014,59016
18/07/1982;296,374223;292,0870013;301,1968239;0,008364919;91005,7756
19/07/1982;295,0326362;291,0070488;299,4896473;0,021672131;90980,6468
20/07/1982;294,9246113;291,5917976;299,5455787;0,033744574;91088,25275
21/07/1982;295,895366;291,308093;302,1999026;0,005254679;91045,52612
22/07/1982;296,1987437;292,1180414;301,5050049;0,006692054;90966,77971
23/07/1982;296,3918469;292,2370112;302,0132749;0,00657659;90951,13859
24/07/1982;296,8118352;292,4938688;302,6246741;0,005871944;90924,76821
