formatted_date;temperature_2m; temperature_2m_min; temperature_2m_max;total_precipitation_sum;surface_pressure
13/12/2020;294,9569186;291,3675027;299,3356634;0,002313352;90438,7296
14/12/2020;294,6240525;290,620047;299,2825808;0,002236874;90487,70198
15/12/2020;294,5575976;291,2505526;298,7870313;0,002762747;90460,18169
16/12/2020;294,4681194;291,1591733;298,74027;0,002656437;90401,74971
17/12/2020;294,5937762;291,4580355;298,7386874;0,00483292;90424,13192
18/12/2020;294,5302538;291,5887089;299,0518837;0,005100672;90454,76747
19/12/2020;294,5002891;291,3554904;298,9673519;0,004286327;90417,92723
20/12/2020;294,4126504;291,7585493;298,6082966;0,009941133;90357,46652
21/12/2020;294,4418139;291,1861722;298,8380168;0,004527508;90471,2142
22/12/2020;294,8360119;291,4628447;299,1797938;0,004618776;90487,14832
23/12/2020;294,8987336;291,5203975;299,1037886;0,005638466;90433,00358
24/12/2020;294,7497267;291,7075881;298,9202086;0,007236343;90376,10736
25/12/2020;294,0684374;291,9385823;297,4042615;0,018558803;90427,28673
26/12/2020;293,5261978;290,8060454;297,3891768;0,006586161;90406,08963
27/12/2020;293,4667377;290,9780833;297,129487;0,006372458;90440,38913
28/12/2020;293,8397866;290,772792;298,1174356;0,004191079;90513,44234
29/12/2020;293,9216136;290,9332347;297,7281261;0,003636973;90508,04744
30/12/2020;293,9618976;290,8984996;298,0398837;0,004610092;90475,18331
31/12/2020;293,9967194;290,9706765;298,2198515;0,006277551;90473,84974
1/01/2021;294,6713603;291,5590679;298,8538758;0,002013498;90495,83926
2/01/2021;294,730776;291,1346695;299,2929561;0,004429152;90460,68865
3/01/2021;294,5548443;291,3654612;298,5507821;0,007207356;90477,3202
4/01/2021;294,3870013;290,845862;298,711091;0,004421503;90414,10505
5/01/2021;293,9230568;290,5943754;297,8335189;0,008008913;90404,85918
6/01/2021;293,6845967;290,7711555;297,809869;0,006954714;90486,99343
7/01/2021;294,0234021;291,1769223;298,2923342;0,005041821;90558,7035
8/01/2021;293,8498804;290,9245013;298,0836918;0,007660992;90554,65172
9/01/2021;293,8694674;290,806371;298,1076531;0,011705938;90523,53026
10/01/2021;294,1042338;290,9399409;298,952459;0,006649867;90500,08189
11/01/2021;294,4831814;291,1212319;299,1274936;0,009320624;90472,587
12/01/2021;294,5285335;290,9200022;299,0760404;0,005741421;90440,33276
13/01/2021;294,9039696;290,9994378;299,8246037;0,002882281;90392,68723
14/01/2021;295,0902437;291,2614232;300,0072404;0,001787522;90353,02406
15/01/2021;294,8987816;291,8378049;299,1161898;0,005869936;90384,37578
16/01/2021;294,6274706;291,351345;298,8692285;0,003022276;90453,87562
17/01/2021;294,6420262;290,5877217;299,6807792;0,002857198;90416,41423
18/01/2021;294,7631562;291,0510716;299,5116749;0,00151932;90425,64344
19/01/2021;295,1988976;290,5585413;300,7057294;0,001237799;90367,55744
20/01/2021;295,3041822;290,5528594;300,7090203;0,001700305;90310,40262
21/01/2021;295,3070172;291,1486112;300,187666;0,001809824;90333,38761
