Date;Municipio;ndvi_mean;;;;;
26/06/2003;FORTUL;6293,639897;;;;;
26/06/2003;PUERTO RONDON;6931,057352;;;;;
26/06/2003;SARAVENA;7569,799026;;;;;
26/06/2003;TAME;7181,922076;;;;;
12/07/2003;ARAUCA;5179,781463;;;;;
12/07/2003;ARAUQUITA;4730,978443;;;;;
12/07/2003;CRAVO NORTE;4395,850363;;;;;
12/07/2003;FORTUL;3654,474268;;;;;
12/07/2003;PUERTO RONDON;4460,440016;;;;;
12/07/2003;SARAVENA;5175,093259;;;;;
12/07/2003;TAME;4559,363645;;;;;
28/07/2003;ARAUCA;6686,759728;;;;;
28/07/2003;ARAUQUITA;7787,573387;;;;;
28/07/2003;CRAVO NORTE;5729,304307;;;;;
28/07/2003;FORTUL;4529,657766;;;;;
28/07/2003;PUERTO RONDON;6927,533891;;;;;
28/07/2003;SARAVENA;6745,964502;;;;;
28/07/2003;TAME;6518,019187;;;;;
13/08/2003;ARAUCA;6903,515727;;;;;
13/08/2003;ARAUQUITA;7705,15458;;;;;
13/08/2003;CRAVO NORTE;5945,438864;;;;;
13/08/2003;FORTUL;4397,02259;;;;;
13/08/2003;PUERTO RONDON;6653,560392;;;;;
13/08/2003;SARAVENA;6597,845048;;;;;
13/08/2003;TAME;6463,496744;;;;;
29/08/2003;ARAUCA;6452,084294;;;;;
29/08/2003;ARAUQUITA;7516,469056;;;;;
29/08/2003;CRAVO NORTE;5709,526752;;;;;
29/08/2003;FORTUL;4836,657103;;;;;
29/08/2003;PUERTO RONDON;6438,618132;;;;;
29/08/2003;SARAVENA;6277,622784;;;;;
29/08/2003;TAME;6301,23735;;;;;
14/09/2003;ARAUCA;6574,139864;;;;;
14/09/2003;ARAUQUITA;7755,414806;;;;;
14/09/2003;CRAVO NORTE;5775,000556;;;;;
14/09/2003;FORTUL;4698,834689;;;;;
14/09/2003;PUERTO RONDON;6616,976506;;;;;
14/09/2003;SARAVENA;6937,039751;;;;;
14/09/2003;TAME;6127,826688;;;;;
30/09/2003;ARAUCA;6472,344547;;;;;
30/09/2003;ARAUQUITA;7575,28169;;;;;
30/09/2003;CRAVO NORTE;5745,107393;;;;;
30/09/2003;FORTUL;4394,449938;;;;;
30/09/2003;PUERTO RONDON;5926,116439;;;;;
30/09/2003;SARAVENA;5649,20332;;;;;
30/09/2003;TAME;5204,132389;;;;;
16/10/2003;ARAUCA;6585,184952;;;;;
16/10/2003;ARAUQUITA;7842,420177;;;;;
16/10/2003;CRAVO NORTE;5747,465092;;;;;
16/10/2003;FORTUL;5390,807958;;;;;
16/10/2003;PUERTO RONDON;6626,341086;;;;;
16/10/2003;SARAVENA;7779,612821;;;;;
16/10/2003;TAME;6491,036311;;;;;
1/11/2003;ARAUCA;6732,982916;;;;;
1/11/2003;ARAUQUITA;7842,273634;;;;;
1/11/2003;CRAVO NORTE;5472,502894;;;;;
1/11/2003;FORTUL;5322,230724;;;;;
1/11/2003;PUERTO RONDON;6706,807698;;;;;
1/11/2003;SARAVENA;7516,672338;;;;;
1/11/2003;TAME;6312,626382;;;;;
17/11/2003;ARAUCA;6200,118284;;;;;
17/11/2003;ARAUQUITA;7437,607185;;;;;
17/11/2003;CRAVO NORTE;5474,005032;;;;;
17/11/2003;FORTUL;5702,771372;;;;;
17/11/2003;PUERTO RONDON;6364,028346;;;;;
17/11/2003;SARAVENA;6821,206581;;;;;
17/11/2003;TAME;6571,69825;;;;;
3/12/2003;ARAUCA;6656,745337;;;;;
3/12/2003;ARAUQUITA;7351,999466;;;;;
3/12/2003;CRAVO NORTE;5990,897636;;;;;
3/12/2003;FORTUL;5518,319114;;;;;
3/12/2003;PUERTO RONDON;6261,188586;;;;;
3/12/2003;SARAVENA;7110,584887;;;;;
3/12/2003;TAME;6283,685923;;;;;
19/12/2003;ARAUCA;6895,686805;;;;;
19/12/2003;ARAUQUITA;7789,980137;;;;;
19/12/2003;CRAVO NORTE;6451,348292;;;;;
19/12/2003;FORTUL;5451,348755;;;;;
19/12/2003;PUERTO RONDON;6825,29308;;;;;
19/12/2003;SARAVENA;7779,031412;;;;;
19/12/2003;TAME;6189,620909;;;;;
1/01/2004;ARAUCA;6582,33948;;;;;
1/01/2004;ARAUQUITA;7822,827396;;;;;
1/01/2004;CRAVO NORTE;5999,38597;;;;;
1/01/2004;FORTUL;6143,065774;;;;;
1/01/2004;PUERTO RONDON;6838,352318;;;;;
1/01/2004;SARAVENA;7278,607446;;;;;
1/01/2004;TAME;6710,373734;;;;;
17/01/2004;ARAUCA;5880,767085;;;;;
17/01/2004;ARAUQUITA;7252,745193;;;;;
17/01/2004;CRAVO NORTE;5746,686262;;;;;
17/01/2004;FORTUL;6662,993735;;;;;
17/01/2004;PUERTO RONDON;6351,957295;;;;;
17/01/2004;SARAVENA;7715,374674;;;;;
17/01/2004;TAME;6859,392308;;;;;
2/02/2004;ARAUCA;5070,724314;;;;;
2/02/2004;ARAUQUITA;6899,585515;;;;;
2/02/2004;CRAVO NORTE;5199,710925;;;;;
2/02/2004;FORTUL;5781,410255;;;;;
2/02/2004;PUERTO RONDON;5667,43048;;;;;
2/02/2004;SARAVENA;6151,612066;;;;;
2/02/2004;TAME;6367,317369;;;;;
18/02/2004;ARAUCA;4411,979829;;;;;
18/02/2004;ARAUQUITA;6585,228851;;;;;
18/02/2004;CRAVO NORTE;4665,319809;;;;;
18/02/2004;FORTUL;2550,349393;;;;;
18/02/2004;PUERTO RONDON;5219,211562;;;;;
18/02/2004;SARAVENA;3952,690567;;;;;
18/02/2004;TAME;3999,028678;;;;;
5/03/2004;ARAUCA;4284,481924;;;;;
5/03/2004;ARAUQUITA;6206,743612;;;;;
5/03/2004;CRAVO NORTE;4284,637829;;;;;
5/03/2004;FORTUL;4648,47206;;;;;
5/03/2004;PUERTO RONDON;4992,162412;;;;;
5/03/2004;SARAVENA;5666,617735;;;;;
5/03/2004;TAME;5390,170567;;;;;
21/03/2004;ARAUCA;4247,03945;;;;;
21/03/2004;ARAUQUITA;6393,563619;;;;;
21/03/2004;CRAVO NORTE;4075,466589;;;;;
21/03/2004;FORTUL;2933,809895;;;;;
21/03/2004;PUERTO RONDON;5055,991013;;;;;
21/03/2004;SARAVENA;2811,677515;;;;;
21/03/2004;TAME;4903,11367;;;;;
6/04/2004;ARAUCA;5383,285713;;;;;
6/04/2004;ARAUQUITA;6347,952999;;;;;
6/04/2004;CRAVO NORTE;4750,863581;;;;;
6/04/2004;FORTUL;4991,181117;;;;;
6/04/2004;PUERTO RONDON;5895,79826;;;;;
6/04/2004;SARAVENA;3746,837112;;;;;
6/04/2004;TAME;5830,354533;;;;;
22/04/2004;ARAUCA;4903,167563;;;;;
22/04/2004;ARAUQUITA;7259,992649;;;;;
22/04/2004;CRAVO NORTE;3628,635672;;;;;
22/04/2004;FORTUL;4049,898537;;;;;
22/04/2004;PUERTO RONDON;6101,895509;;;;;
22/04/2004;SARAVENA;5451,580225;;;;;
22/04/2004;TAME;5507,841411;;;;;
8/05/2004;ARAUCA;5980,107138;;;;;
8/05/2004;ARAUQUITA;6745,785027;;;;;
8/05/2004;CRAVO NORTE;4821,117721;;;;;
8/05/2004;FORTUL;3413,945827;;;;;
8/05/2004;PUERTO RONDON;6554,894038;;;;;
8/05/2004;SARAVENA;4690,897191;;;;;
8/05/2004;TAME;4797,044864;;;;;
24/05/2004;ARAUCA;5518,233655;;;;;
24/05/2004;ARAUQUITA;6480,112996;;;;;
24/05/2004;CRAVO NORTE;5980,911099;;;;;
24/05/2004;FORTUL;4516,461088;;;;;
24/05/2004;PUERTO RONDON;6306,766984;;;;;
24/05/2004;SARAVENA;5992,271682;;;;;
24/05/2004;TAME;5595,390344;;;;;
9/06/2004;ARAUCA;6283,061223;;;;;
9/06/2004;ARAUQUITA;7433,181286;;;;;
9/06/2004;CRAVO NORTE;5820,775957;;;;;
9/06/2004;FORTUL;5136,192258;;;;;
9/06/2004;PUERTO RONDON;6294,923171;;;;;
9/06/2004;SARAVENA;6602,2085;;;;;
9/06/2004;TAME;6511,271696;;;;;
25/06/2004;ARAUCA;6594,348952;;;;;
25/06/2004;ARAUQUITA;7747,067252;;;;;
25/06/2004;CRAVO NORTE;5754,395397;;;;;
25/06/2004;FORTUL;5697,915535;;;;;
25/06/2004;PUERTO RONDON;6482,301831;;;;;
25/06/2004;SARAVENA;6777,202618;;;;;
25/06/2004;TAME;6569,457185;;;;;
11/07/2004;ARAUCA;6384,654859;;;;;
11/07/2004;ARAUQUITA;6787,756325;;;;;
11/07/2004;CRAVO NORTE;5259,841135;;;;;
11/07/2004;FORTUL;4735,172267;;;;;
11/07/2004;PUERTO RONDON;6651,7704;;;;;
11/07/2004;SARAVENA;6714,344854;;;;;
11/07/2004;TAME;5723,807907;;;;;
27/07/2004;ARAUCA;5805,197405;;;;;
27/07/2004;ARAUQUITA;6038,277181;;;;;
27/07/2004;CRAVO NORTE;5234,319552;;;;;
27/07/2004;FORTUL;4500,457697;;;;;
27/07/2004;PUERTO RONDON;5632,71768;;;;;
27/07/2004;SARAVENA;6420,576771;;;;;
27/07/2004;TAME;5858,269036;;;;;
12/08/2004;ARAUCA;6493,545906;;;;;
12/08/2004;ARAUQUITA;7686,05456;;;;;
12/08/2004;CRAVO NORTE;5557,135468;;;;;
12/08/2004;FORTUL;4859,365743;;;;;
12/08/2004;PUERTO RONDON;6359,304954;;;;;
12/08/2004;SARAVENA;6810,941421;;;;;
12/08/2004;TAME;5828,043739;;;;;
28/08/2004;ARAUCA;6694,421199;;;;;
28/08/2004;ARAUQUITA;7782,704347;;;;;
28/08/2004;CRAVO NORTE;5724,883418;;;;;
28/08/2004;FORTUL;5470,771167;;;;;
28/08/2004;PUERTO RONDON;6501,527498;;;;;
28/08/2004;SARAVENA;7571,521559;;;;;
28/08/2004;TAME;6779,848105;;;;;
13/09/2004;ARAUCA;6585,778992;;;;;
13/09/2004;ARAUQUITA;7662,291478;;;;;
13/09/2004;CRAVO NORTE;5558,153942;;;;;
13/09/2004;FORTUL;4943,833345;;;;;
13/09/2004;PUERTO RONDON;6298,565594;;;;;
13/09/2004;SARAVENA;6931,918766;;;;;
13/09/2004;TAME;6516,598558;;;;;
29/09/2004;ARAUCA;6489,977157;;;;;
29/09/2004;ARAUQUITA;7592,104915;;;;;
29/09/2004;CRAVO NORTE;5620,22343;;;;;
29/09/2004;FORTUL;6184,841621;;;;;
29/09/2004;PUERTO RONDON;6346,186048;;;;;
29/09/2004;SARAVENA;7462,828642;;;;;
29/09/2004;TAME;6738,945814;;;;;
15/10/2004;ARAUCA;6866,601248;;;;;
15/10/2004;ARAUQUITA;7940,506409;;;;;
15/10/2004;CRAVO NORTE;5718,393083;;;;;
15/10/2004;FORTUL;5625,977079;;;;;
15/10/2004;PUERTO RONDON;6718,947604;;;;;
15/10/2004;SARAVENA;7887,889977;;;;;
15/10/2004;TAME;6456,450976;;;;;
31/10/2004;ARAUCA;6316,64599;;;;;
31/10/2004;ARAUQUITA;7645,548907;;;;;
31/10/2004;CRAVO NORTE;5695,825596;;;;;
31/10/2004;FORTUL;4772,497471;;;;;
31/10/2004;PUERTO RONDON;6439,3091;;;;;
31/10/2004;SARAVENA;7118,732382;;;;;
31/10/2004;TAME;5997,461332;;;;;
16/11/2004;ARAUCA;6857,347788;;;;;
16/11/2004;ARAUQUITA;7984,449596;;;;;
16/11/2004;CRAVO NORTE;5960,794807;;;;;
16/11/2004;FORTUL;5794,972683;;;;;
16/11/2004;PUERTO RONDON;6659,846902;;;;;
16/11/2004;SARAVENA;7526,775064;;;;;
16/11/2004;TAME;6503,492411;;;;;
2/12/2004;ARAUCA;6828,851541;;;;;
2/12/2004;ARAUQUITA;7766,115585;;;;;
2/12/2004;CRAVO NORTE;6111,220825;;;;;
2/12/2004;FORTUL;5744,09804;;;;;
2/12/2004;PUERTO RONDON;6691,929757;;;;;
2/12/2004;SARAVENA;7133,90699;;;;;
2/12/2004;TAME;6436,02579;;;;;
18/12/2004;ARAUCA;6656,881095;;;;;
18/12/2004;ARAUQUITA;7704,361903;;;;;
18/12/2004;CRAVO NORTE;6006,35525;;;;;
18/12/2004;FORTUL;6820,510896;;;;;
18/12/2004;PUERTO RONDON;6537,353654;;;;;
18/12/2004;SARAVENA;7797,927051;;;;;
18/12/2004;TAME;6261,305878;;;;;
1/01/2005;ARAUCA;6173,30347;;;;;
1/01/2005;ARAUQUITA;7449,352248;;;;;
1/01/2005;CRAVO NORTE;5893,592828;;;;;
1/01/2005;FORTUL;5468,423658;;;;;
1/01/2005;PUERTO RONDON;6198,415605;;;;;
1/01/2005;SARAVENA;6868,702526;;;;;
1/01/2005;TAME;6288,532118;;;;;
17/01/2005;ARAUCA;5863,620593;;;;;
17/01/2005;ARAUQUITA;7494,006746;;;;;
17/01/2005;CRAVO NORTE;5638,464;;;;;
17/01/2005;FORTUL;6565,806482;;;;;
17/01/2005;PUERTO RONDON;6144,041883;;;;;
17/01/2005;SARAVENA;7719,634109;;;;;
17/01/2005;TAME;6975,536111;;;;;
2/02/2005;ARAUCA;5760,853393;;;;;
2/02/2005;ARAUQUITA;7410,380196;;;;;
2/02/2005;CRAVO NORTE;5724,346675;;;;;
2/02/2005;FORTUL;5937,268679;;;;;
2/02/2005;PUERTO RONDON;6090,023879;;;;;
2/02/2005;SARAVENA;7368,772919;;;;;
2/02/2005;TAME;6417,978857;;;;;
18/02/2005;ARAUCA;5307,336875;;;;;
18/02/2005;ARAUQUITA;7154,564766;;;;;
18/02/2005;CRAVO NORTE;5337,460189;;;;;
18/02/2005;FORTUL;6598,74929;;;;;
18/02/2005;PUERTO RONDON;5578,29493;;;;;
18/02/2005;SARAVENA;7592,007069;;;;;
18/02/2005;TAME;6944,014402;;;;;
6/03/2005;ARAUCA;4741,909697;;;;;
6/03/2005;ARAUQUITA;6822,270653;;;;;
6/03/2005;CRAVO NORTE;4842,767692;;;;;
6/03/2005;FORTUL;6085,771595;;;;;
6/03/2005;PUERTO RONDON;5145,293773;;;;;
6/03/2005;SARAVENA;6862,299386;;;;;
6/03/2005;TAME;6464,40776;;;;;
22/03/2005;ARAUCA;4303,852534;;;;;
22/03/2005;ARAUQUITA;6264,465698;;;;;
22/03/2005;CRAVO NORTE;4385,437359;;;;;
22/03/2005;FORTUL;3302,511807;;;;;
22/03/2005;PUERTO RONDON;4596,174845;;;;;
22/03/2005;SARAVENA;2982,102595;;;;;
22/03/2005;TAME;4643,361147;;;;;
7/04/2005;ARAUCA;4505,141359;;;;;
7/04/2005;ARAUQUITA;6448,096764;;;;;
7/04/2005;CRAVO NORTE;4458,374698;;;;;
7/04/2005;FORTUL;2745,063365;;;;;
7/04/2005;PUERTO RONDON;5298,972181;;;;;
7/04/2005;SARAVENA;4606,717268;;;;;
7/04/2005;TAME;4962,201221;;;;;
23/04/2005;ARAUCA;7015,598213;;;;;
23/04/2005;ARAUQUITA;7917,334782;;;;;
23/04/2005;CRAVO NORTE;6058,833617;;;;;
23/04/2005;FORTUL;5381,578083;;;;;
23/04/2005;PUERTO RONDON;7338,74322;;;;;
23/04/2005;SARAVENA;7660,284746;;;;;
23/04/2005;TAME;6402,926991;;;;;
9/05/2005;ARAUCA;7596,985588;;;;;
9/05/2005;ARAUQUITA;6782,461494;;;;;
9/05/2005;CRAVO NORTE;6592,564255;;;;;
9/05/2005;FORTUL;3905,767497;;;;;
9/05/2005;PUERTO RONDON;7470,935889;;;;;
9/05/2005;SARAVENA;7348,608069;;;;;
9/05/2005;TAME;5948,046156;;;;;
25/05/2005;ARAUCA;6407,724219;;;;;
25/05/2005;ARAUQUITA;7695,05103;;;;;
25/05/2005;CRAVO NORTE;6025,740963;;;;;
25/05/2005;FORTUL;4939,996943;;;;;
25/05/2005;PUERTO RONDON;6674,292854;;;;;
25/05/2005;SARAVENA;6560,641244;;;;;
25/05/2005;TAME;6292,379044;;;;;
10/06/2005;ARAUCA;6824,851941;;;;;
10/06/2005;ARAUQUITA;7341,759306;;;;;
10/06/2005;CRAVO NORTE;6037,359673;;;;;
10/06/2005;FORTUL;5005,200195;;;;;
10/06/2005;PUERTO RONDON;6458,824472;;;;;
10/06/2005;SARAVENA;7044,258293;;;;;
10/06/2005;TAME;6878,718612;;;;;
26/06/2005;ARAUCA;6827,69741;;;;;
26/06/2005;ARAUQUITA;7798,937735;;;;;
26/06/2005;CRAVO NORTE;6057,990646;;;;;
26/06/2005;FORTUL;5810,122642;;;;;
26/06/2005;PUERTO RONDON;6573,08029;;;;;
26/06/2005;SARAVENA;7458,310781;;;;;
26/06/2005;TAME;6576,075837;;;;;
12/07/2005;ARAUCA;6112,619291;;;;;
12/07/2005;ARAUQUITA;6589,339226;;;;;
12/07/2005;CRAVO NORTE;5631,231499;;;;;
12/07/2005;FORTUL;4693,381254;;;;;
12/07/2005;PUERTO RONDON;6179,494473;;;;;
12/07/2005;SARAVENA;6180,23457;;;;;
12/07/2005;TAME;5670,324789;;;;;
28/07/2005;ARAUCA;5756,191953;;;;;
28/07/2005;ARAUQUITA;5539,681425;;;;;
28/07/2005;CRAVO NORTE;5696,358343;;;;;
28/07/2005;FORTUL;3564,969092;;;;;
28/07/2005;PUERTO RONDON;4565,623264;;;;;
28/07/2005;SARAVENA;5285,269526;;;;;
28/07/2005;TAME;5441,645572;;;;;
13/08/2005;ARAUCA;5769,299393;;;;;
13/08/2005;ARAUQUITA;6650,294401;;;;;
13/08/2005;CRAVO NORTE;5405,292458;;;;;
13/08/2005;FORTUL;4811,865943;;;;;
13/08/2005;PUERTO RONDON;5993,157376;;;;;
13/08/2005;SARAVENA;6449,882537;;;;;
13/08/2005;TAME;5580,513953;;;;;
29/08/2005;ARAUCA;6542,536329;;;;;
29/08/2005;ARAUQUITA;7548,370002;;;;;
29/08/2005;CRAVO NORTE;5649,017272;;;;;
29/08/2005;FORTUL;5512,10713;;;;;
29/08/2005;PUERTO RONDON;6445,499249;;;;;
29/08/2005;SARAVENA;6995,534272;;;;;
29/08/2005;TAME;6745,578062;;;;;
14/09/2005;ARAUCA;6319,175979;;;;;
14/09/2005;ARAUQUITA;7128,729221;;;;;
14/09/2005;CRAVO NORTE;5201,871018;;;;;
14/09/2005;FORTUL;4717,602748;;;;;
14/09/2005;PUERTO RONDON;5735,768948;;;;;
14/09/2005;SARAVENA;6182,267265;;;;;
14/09/2005;TAME;5817,127432;;;;;
30/09/2005;ARAUCA;6602,089099;;;;;
30/09/2005;ARAUQUITA;7765,301866;;;;;
30/09/2005;CRAVO NORTE;5613,265301;;;;;
30/09/2005;FORTUL;5482,543484;;;;;
30/09/2005;PUERTO RONDON;6538,306241;;;;;
30/09/2005;SARAVENA;7461,359079;;;;;
30/09/2005;TAME;6787,511743;;;;;
16/10/2005;ARAUCA;6640,164702;;;;;
16/10/2005;ARAUQUITA;7812,151464;;;;;
16/10/2005;CRAVO NORTE;5692,674343;;;;;
16/10/2005;FORTUL;5350,915048;;;;;
16/10/2005;PUERTO RONDON;6492,779508;;;;;
16/10/2005;SARAVENA;7343,85641;;;;;
16/10/2005;TAME;6422,722087;;;;;
1/11/2005;ARAUCA;4857,913173;;;;;
1/11/2005;ARAUQUITA;7023,925999;;;;;
1/11/2005;CRAVO NORTE;4185,605717;;;;;
1/11/2005;FORTUL;5337,831944;;;;;
1/11/2005;PUERTO RONDON;5849,209299;;;;;
1/11/2005;SARAVENA;7285,260615;;;;;
1/11/2005;TAME;5947,764851;;;;;
17/11/2005;ARAUCA;6663,845327;;;;;
17/11/2005;ARAUQUITA;7775,17198;;;;;
17/11/2005;CRAVO NORTE;5905,321415;;;;;
17/11/2005;FORTUL;6915,844845;;;;;
17/11/2005;PUERTO RONDON;6602,521914;;;;;
17/11/2005;SARAVENA;7949,861547;;;;;
17/11/2005;TAME;6785,830042;;;;;
3/12/2005;ARAUCA;6778,826442;;;;;
3/12/2005;ARAUQUITA;8056,855404;;;;;
3/12/2005;CRAVO NORTE;6097,441099;;;;;
3/12/2005;FORTUL;6356,398866;;;;;
3/12/2005;PUERTO RONDON;6970,973431;;;;;
3/12/2005;SARAVENA;7738,385749;;;;;
3/12/2005;TAME;7175,912432;;;;;
19/12/2005;ARAUCA;6616,089477;;;;;
19/12/2005;ARAUQUITA;7762,662435;;;;;
19/12/2005;CRAVO NORTE;6021,795003;;;;;
19/12/2005;FORTUL;7277,512165;;;;;
19/12/2005;PUERTO RONDON;6626,391575;;;;;
19/12/2005;SARAVENA;8040,60679;;;;;
19/12/2005;TAME;7232,759066;;;;;
1/01/2006;ARAUCA;6020,468258;;;;;
1/01/2006;ARAUQUITA;7604,493676;;;;;
1/01/2006;CRAVO NORTE;5769,068588;;;;;
1/01/2006;FORTUL;6873,55676;;;;;
1/01/2006;PUERTO RONDON;6318,718415;;;;;
1/01/2006;SARAVENA;7739,856688;;;;;
1/01/2006;TAME;6881,964318;;;;;
17/01/2006;ARAUCA;5708,046411;;;;;
17/01/2006;ARAUQUITA;7175,068482;;;;;
17/01/2006;CRAVO NORTE;5787,323876;;;;;
17/01/2006;FORTUL;6279,09503;;;;;
17/01/2006;PUERTO RONDON;6015,147872;;;;;
17/01/2006;SARAVENA;7288,247811;;;;;
17/01/2006;TAME;6809,242782;;;;;
2/02/2006;ARAUCA;5845,883521;;;;;
2/02/2006;ARAUQUITA;7437,006079;;;;;
2/02/2006;CRAVO NORTE;5671,968587;;;;;
2/02/2006;FORTUL;6107,176532;;;;;
2/02/2006;PUERTO RONDON;6208,628495;;;;;
2/02/2006;SARAVENA;7532,443588;;;;;
2/02/2006;TAME;6875,598266;;;;;
18/02/2006;ARAUCA;5013,35337;;;;;
18/02/2006;ARAUQUITA;7105,435963;;;;;
18/02/2006;CRAVO NORTE;4957,135202;;;;;
18/02/2006;FORTUL;5409,338208;;;;;
18/02/2006;PUERTO RONDON;5577,497103;;;;;
18/02/2006;SARAVENA;6864,705475;;;;;
18/02/2006;TAME;6162,137022;;;;;
6/03/2006;ARAUCA;4850,904275;;;;;
6/03/2006;ARAUQUITA;6829,628362;;;;;
6/03/2006;CRAVO NORTE;4750,434331;;;;;
6/03/2006;FORTUL;2576,270871;;;;;
6/03/2006;PUERTO RONDON;5175,110318;;;;;
6/03/2006;SARAVENA;1786,59716;;;;;
6/03/2006;TAME;5215,521514;;;;;
22/03/2006;ARAUCA;5626,283463;;;;;
22/03/2006;ARAUQUITA;7170,244602;;;;;
22/03/2006;CRAVO NORTE;5157,133758;;;;;
22/03/2006;FORTUL;3377,689706;;;;;
22/03/2006;PUERTO RONDON;5904,311693;;;;;
22/03/2006;SARAVENA;3428,68403;;;;;
22/03/2006;TAME;5295,093594;;;;;
7/04/2006;ARAUCA;5792,954004;;;;;
7/04/2006;ARAUQUITA;7463,473836;;;;;
7/04/2006;CRAVO NORTE;5208,941104;;;;;
7/04/2006;FORTUL;4860,912327;;;;;
7/04/2006;PUERTO RONDON;6035,759781;;;;;
7/04/2006;SARAVENA;6763,506571;;;;;
7/04/2006;TAME;5559,158874;;;;;
23/04/2006;ARAUCA;6530,971285;;;;;
23/04/2006;ARAUQUITA;7331,919853;;;;;
23/04/2006;CRAVO NORTE;5782,514977;;;;;
23/04/2006;FORTUL;4093,077854;;;;;
23/04/2006;PUERTO RONDON;6403,921829;;;;;
23/04/2006;SARAVENA;5764,619984;;;;;
23/04/2006;TAME;5724,467827;;;;;
9/05/2006;ARAUCA;6910,74963;;;;;
9/05/2006;ARAUQUITA;7642,583271;;;;;
9/05/2006;CRAVO NORTE;5949,241516;;;;;
9/05/2006;FORTUL;6035,347511;;;;;
9/05/2006;PUERTO RONDON;6757,432014;;;;;
9/05/2006;SARAVENA;7498,325475;;;;;
9/05/2006;TAME;7333,787444;;;;;
25/05/2006;ARAUCA;6349,086538;;;;;
25/05/2006;ARAUQUITA;6582,987577;;;;;
25/05/2006;CRAVO NORTE;5993,987736;;;;;
25/05/2006;FORTUL;4426,274729;;;;;
25/05/2006;PUERTO RONDON;5435,149311;;;;;
25/05/2006;SARAVENA;6217,61212;;;;;
25/05/2006;TAME;5321,790942;;;;;
10/06/2006;ARAUCA;6501,126267;;;;;
10/06/2006;ARAUQUITA;7494,752485;;;;;
10/06/2006;CRAVO NORTE;4914,719573;;;;;
10/06/2006;FORTUL;5922,767016;;;;;
10/06/2006;PUERTO RONDON;6281,805228;;;;;
10/06/2006;SARAVENA;7625,783106;;;;;
10/06/2006;TAME;6216,945069;;;;;
26/06/2006;ARAUCA;6175,374553;;;;;
26/06/2006;ARAUQUITA;6885,281348;;;;;
26/06/2006;CRAVO NORTE;5740,988974;;;;;
26/06/2006;FORTUL;4107,36232;;;;;
26/06/2006;PUERTO RONDON;5800,728381;;;;;
26/06/2006;SARAVENA;5283,467696;;;;;
26/06/2006;TAME;4976,64368;;;;;
12/07/2006;ARAUCA;5796,583986;;;;;
12/07/2006;ARAUQUITA;5920,397194;;;;;
12/07/2006;CRAVO NORTE;5596,636124;;;;;
12/07/2006;FORTUL;3620,028872;;;;;
12/07/2006;PUERTO RONDON;5824,576015;;;;;
12/07/2006;SARAVENA;4429,964838;;;;;
12/07/2006;TAME;5128,807368;;;;;
28/07/2006;ARAUCA;6535,342341;;;;;
28/07/2006;ARAUQUITA;7517,395497;;;;;
28/07/2006;CRAVO NORTE;5684,561873;;;;;
28/07/2006;FORTUL;4957,013989;;;;;
28/07/2006;PUERTO RONDON;6340,584305;;;;;
28/07/2006;SARAVENA;6841,528168;;;;;
28/07/2006;TAME;6102,944876;;;;;
13/08/2006;ARAUCA;6308,866939;;;;;
13/08/2006;ARAUQUITA;7790,426963;;;;;
13/08/2006;CRAVO NORTE;5180,350602;;;;;
13/08/2006;FORTUL;4717,197912;;;;;
13/08/2006;PUERTO RONDON;6604,080686;;;;;
13/08/2006;SARAVENA;6921,942227;;;;;
13/08/2006;TAME;6272,097461;;;;;
29/08/2006;ARAUCA;6248,054299;;;;;
29/08/2006;ARAUQUITA;7366,575504;;;;;
29/08/2006;CRAVO NORTE;5522,103458;;;;;
29/08/2006;FORTUL;4922,256996;;;;;
29/08/2006;PUERTO RONDON;6506,449532;;;;;
29/08/2006;SARAVENA;6339,688267;;;;;
29/08/2006;TAME;6150,169018;;;;;
14/09/2006;ARAUCA;6756,752752;;;;;
14/09/2006;ARAUQUITA;7933,399174;;;;;
14/09/2006;CRAVO NORTE;5845,556176;;;;;
14/09/2006;FORTUL;5403,58119;;;;;
14/09/2006;PUERTO RONDON;6638,233076;;;;;
14/09/2006;SARAVENA;7063,755336;;;;;
14/09/2006;TAME;6549,090743;;;;;
30/09/2006;ARAUCA;6207,108909;;;;;
30/09/2006;ARAUQUITA;7658,28807;;;;;
30/09/2006;CRAVO NORTE;5844,908106;;;;;
30/09/2006;FORTUL;5712,627442;;;;;
30/09/2006;PUERTO RONDON;6644,232885;;;;;
30/09/2006;SARAVENA;7657,857911;;;;;
30/09/2006;TAME;6164,017133;;;;;
16/10/2006;ARAUCA;6614,561936;;;;;
16/10/2006;ARAUQUITA;7886,96537;;;;;
16/10/2006;CRAVO NORTE;5623,344474;;;;;
16/10/2006;FORTUL;5578,914843;;;;;
16/10/2006;PUERTO RONDON;6578,398526;;;;;
16/10/2006;SARAVENA;8039,02565;;;;;
16/10/2006;TAME;6384,45603;;;;;
1/11/2006;ARAUCA;7089,402973;;;;;
1/11/2006;ARAUQUITA;7432,616897;;;;;
1/11/2006;CRAVO NORTE;5856,455822;;;;;
1/11/2006;FORTUL;5563,729343;;;;;
1/11/2006;PUERTO RONDON;6794,300783;;;;;
1/11/2006;SARAVENA;7019,008571;;;;;
1/11/2006;TAME;6157,870614;;;;;
17/11/2006;ARAUCA;6640,718383;;;;;
17/11/2006;ARAUQUITA;7806,894585;;;;;
17/11/2006;CRAVO NORTE;5551,035977;;;;;
