formatted_date;runoff_sum; surface_runoff_sum
17/03/1951;0,004870851;0,000973352
18/03/1951;0,003650975;0,000106586
19/03/1951;0,004395169;0,000382292
20/03/1951;0,011380745;0,004073046
21/03/1951;0,00476516;0,000934648
22/03/1951;0,005007185;0,00131981
23/03/1951;0,00420877;0,000820957
24/03/1951;0,004632756;0,001154074
25/03/1951;0,004189534;0,000935302
26/03/1951;0,004597358;0,00140086
27/03/1951;0,004340179;0,001172729
28/03/1951;0,003795805;0,000651982
29/03/1951;0,005123737;0,001648446
30/03/1951;0,004506212;0,001138531
31/03/1951;0,003875955;0,000535776
1/04/1951;0,003796381;0,000535364
2/04/1951;0,003585538;0,000371386
3/04/1951;0,004321667;0,000714132
4/04/1951;0,009684516;0,003446934
5/04/1951;0,009791918;0,002755144
6/04/1951;0,005630389;0,001529321
7/04/1951;0,005669899;0,001878535
8/04/1951;0,005911621;0,001274877
9/04/1951;0,006138915;0,000846614
10/04/1951;0,00818314;0,002697396
11/04/1951;0,008328937;0,001282738
12/04/1951;0,005740649;0,001079156
13/04/1951;0,007010607;0,001635973
14/04/1951;0,006830157;0,002233456
15/04/1951;0,006383093;0,002069192
16/04/1951;0,010445885;0,00404189
17/04/1951;0,007050645;0,002241253
18/04/1951;0,006956131;0,002524628
19/04/1951;0,006627988;0,002090947
20/04/1951;0,006602874;0,001788884
21/04/1951;0,005401606;0,001142526
22/04/1951;0,005542461;0,001351785
23/04/1951;0,005810843;0,001660842
24/04/1951;0,006988573;0,002476389
25/04/1951;0,006574562;0,002165494
26/04/1951;0,006474756;0,001734949
27/04/1951;0,008024951;0,002216455
28/04/1951;0,009373006;0,002285596
29/04/1951;0,009159395;0,002377125
30/04/1951;0,009009654;0,001818748
1/05/1951;0,008723844;0,00200169
2/05/1951;0,010629534;0,003144242
3/05/1951;0,0123398;0,003476531
4/05/1951;0,016274309;0,004079783
5/05/1951;0,031211908;0,009126784
6/05/1951;0,022101716;0,005866325
7/05/1951;0,013423585;0,00239684
8/05/1951;0,011189857;0,001469869
9/05/1951;0,012080753;0,002745356
10/05/1951;0,023364568;0,007844575
11/05/1951;0,013082315;0,004051557
12/05/1951;0,025383742;0,008945085
13/05/1951;0,011402284;0,002661441
14/05/1951;0,013278836;0,004337833
15/05/1951;0,016311955;0,003882632
16/05/1951;0,010148575;0,000882564
17/05/1951;0,010575008;0,001766737
18/05/1951;0,008933082;0,000998797
19/05/1951;0,008254371;0,001272237
20/05/1951;0,008557561;0,001851426
21/05/1951;0,012531745;0,002946669
22/05/1951;0,010265942;0,002281572
23/05/1951;0,010073463;0,00262843
24/05/1951;0,009175081;0,001578445
25/05/1951;0,007928863;0,001044881
26/05/1951;0,009592733;0,002258325
27/05/1951;0,02007622;0,007251895
28/05/1951;0,015227052;0,003796643
29/05/1951;0,0097183;0,001638958
30/05/1951;0,00949872;0,002270092
31/05/1951;0,013110451;0,003478606
1/06/1951;0,01245594;0,003081936
2/06/1951;0,010953546;0,002242051
3/06/1951;0,009683674;0,001329913
4/06/1951;0,008794115;0,001595968
5/06/1951;0,01349505;0,003273407
6/06/1951;0,010997142;0,002666923
7/06/1951;0,008911574;0,001024331
8/06/1951;0,012755378;0,002496813
9/06/1951;0,008199563;0,000623559
10/06/1951;0,008586548;0,00163844
11/06/1951;0,009050055;0,001814414
12/06/1951;0,006441193;0,000380088
13/06/1951;0,006163005;0,000696984
14/06/1951;0,006577779;0,001120807
15/06/1951;0,020911538;0,00807677
16/06/1951;0,012432922;0,002996186
17/06/1951;0,014882813;0,003859793
18/06/1951;0,04050572;0,017633459
19/06/1951;0,00981206;0,001599268
20/06/1951;0,006927685;0,000828723
21/06/1951;0,014825432;0,005184964
22/06/1951;0,007890571;0,001343165
23/06/1951;0,008051249;0,001861764
24/06/1951;0,010820557;0,002579023
25/06/1951;0,013131712;0,003154826
26/06/1951;0,008123311;0,001201039
27/06/1951;0,010840643;0,002555537
28/06/1951;0,012782396;0,003298932
29/06/1951;0,012447972;0,002690461
30/06/1951;0,013772691;0,003324093
1/07/1951;0,011903291;0,002292553
2/07/1951;0,010193101;0,001672833
3/07/1951;0,00856155;0,001190866
4/07/1951;0,008482732;0,001691727
5/07/1951;0,008764769;0,001452342
6/07/1951;0,01092313;0,001910091
7/07/1951;0,00740165;0,001169855
8/07/1951;0,006373662;0,000882867
9/07/1951;0,00784455;0,001479168
10/07/1951;0,009351072;0,002040492
11/07/1951;0,007372829;0,001340954
12/07/1951;0,007648968;0,001248589
13/07/1951;0,007083542;0,001180399
14/07/1951;0,006552054;0,001131062
15/07/1951;0,007000468;0,001507534
16/07/1951;0,007702292;0,001308353
17/07/1951;0,005762223;0,000940943
18/07/1951;0,006395649;0,001429116
19/07/1951;0,005191728;0,000465458
20/07/1951;0,004184789;0,000235413
21/07/1951;0,004699895;0,000742242
22/07/1951;0,004649013;0,000591211
23/07/1951;0,00435722;0,000683491
24/07/1951;0,007623943;0,001915237
25/07/1951;0,00565792;0,000752528
26/07/1951;0,003939295;0,000291214
27/07/1951;0,004564191;0,000885111
28/07/1951;0,01750626;0,006635592
29/07/1951;0,004383309;0,000527521
30/07/1951;0,005524401;0,001463511
31/07/1951;0,01124976;0,003863253
