"TCI","pr","WMA"
0.629098909122264,0.010898482,0.00133737312663892
0.607422980899752,0.00350991,0.000603488790014725
0.559843194201674,0.001323676,0.0004010346305355
0.576850448152223,0.000814,0.000223345651980575
0.560039463282545,0.002266522,0.000256127692054866
0.563449708493171,0.001996679,0.000246356417625154
0.557218353001326,0.002020652,0.000252316492838961
0.569918846810878,0.001589998,0.000178766730752569
0.555470771781991,0.001348125,0.000114577532058763
0.582782420016909,0.002895606,0.00036025640319411
0.57183927668028,0.007335195,0.000760322647515639
0.577410605745976,0.004548531,0.000534757930947263
0.577140364116465,0.005048563,0.000631209449039023
0.560122853156598,0.002003045,0.000306696102886302
0.551804917879472,0.004291702,0.000431920996073508
0.568462032587768,0.00383268,0.00043751596701729
0.584086964325754,0.001247987,0.000187687813527967
0.580723971234716,0.003669655,0.000588531232518485
0.57084181283117,0.003873507,0.000475891815745499
0.546145770604579,0.002807932,0.000371526887714181
0.550545916635895,0.000863,0.000176195415938642
0.539824734013415,0.000984,7.71073915175071e-05
0.534402219228715,0.00095,5.89296756161053e-05
0.535022038688679,0.002466206,0.000269874413611322
0.537702252403444,0.002255163,0.000233736383162933
0.541026794375348,0.002224493,0.000314504710819697
0.574759331427563,0.001965031,0.000238492387302913
0.555620376642621,0.002410993,0.000374018388556135
0.553021667772572,0.002811144,0.000281642219860947
0.549989546492573,0.001449251,0.000159977403754743
0.588363119834161,0.003750757,0.000241492611743657
0.599111957910045,0.005530185,0.000580499944789619
0.575122325216218,0.004141887,0.000575440411566666
0.589958699174454,0.00546031,0.000700756251562114
0.58824690541197,0.003288848,0.000403595469478893
0.571839868091149,0.003080191,0.000348014758811787
0.605824643811316,0.009738615,0.00100394461883187
0.577679167303968,0.006206572,0.00101303880276136
0.568732538162343,0.007894581,0.000994353531717845
0.580068198779123,0.00660742,0.00125167455677534
0.586916258867872,0.008181957,0.00123477243163861
0.579048505399639,0.015225378,0.0019624053980451
0.590033653277986,0.004698837,0.00135189820352158
0.595332503592297,0.007475035,0.00121431368141912
0.560347779314801,0.001854133,0.000292486260505251
0.562949973527216,0.006229921,0.00067462488723544
0.606769297658601,0.003153822,0.000353725600445348
0.607276437414609,0.00457875,0.000693863189265291
0.557232246703084,0.003306165,0.000375432399933499
0.567254709421355,0.008549706,0.000840884484293893
0.584066137765175,0.004221617,0.000700872774781069
0.568191617899267,0.003364005,0.000606124860940149
0.542226335354085,0.003978226,0.000777078866454625
0.578492443000895,0.005468811,0.000773992008606267
0.59871475768309,0.007860469,0.00118288754062477
0.616685398206526,0.011873413,0.00178358654730113
0.593161858257348,0.013515271,0.00195823363653134
0.626883378276023,0.021514139,0.00291270516222207
0.5857451096434,0.005590588,0.00117276787151662
0.610758134095218,0.009694978,0.00136696542868754
0.57420122407405,0.006864914,0.00129626269903738
0.585710264628165,0.007480303,0.0010860813107262
0.571602120987301,0.007536586,0.00121202730508408
0.572851228513611,0.003398534,0.000880112750498328
0.555183165538571,0.004607789,0.000803026821813546
0.549684351458016,0.001062229,0.000317032245309348
0.546338724504405,0.002474099,0.000364377254832439
0.564822015459933,0.002833056,0.00031969283008948
0.574325616472845,0.004368432,0.000494070003297543
0.561163626791038,0.003343375,0.00039062511868684
0.603177245074798,0.008646167,0.00105236436058654
0.605639517088929,0.012778238,0.00141824389347897
0.62824083655806,0.026741158,0.0036356926117683
0.634675068603231,0.012348572,0.00217566131784512
0.621448507226044,0.036935095,0.00621036264091367
0.657611840788897,0.027843764,0.00530552008848001
0.613979915269719,0.012337272,0.00311138311247682
0.612539483611479,0.010861376,0.00241246868759712
0.630296128648563,0.016885337,0.0025337449822961
0.591790203197396,0.015394703,0.00253958893775168
0.606149300164481,0.011039848,0.00205149864579165
0.652901768135859,0.038116374,0.0064869113323256
0.660426963042208,0.016841443,0.00428276549649947
0.622464170974456,0.007984095,0.0029609023178814
0.600133128082496,0.009606323,0.00185437864132748
0.625586128362984,0.03735052,0.00789967664835475
0.60530584782909,0.009878675,0.00411199395212617
0.613375020780985,0.018600809,0.00373407167371181
0.631701804559671,0.011736979,0.00215935474403611
0.599162446902329,0.005303269,0.0012375571942113
0.609724804689934,0.011282404,0.00179318827009056
0.618756690766926,0.025236051,0.00368733067497066
0.607341291972443,0.016560531,0.00295451417048575
0.662705298369719,0.016224548,0.00309059521035723
0.604552762133825,0.014132187,0.00234333461962595
0.57833681237984,0.010038443,0.00180926662585812
0.564294142503526,0.004582827,0.000896389126243842
0.604593428097786,0.013905515,0.0020307181204283
0.606306503081675,0.017847114,0.00314259763931992
0.598883630318178,0.009005931,0.0022597592359511
